temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp13,temp14,temp15,temp16,temp17,temp18,temp19,temp20,temp21,temp22,temp23,temp24,temp25,temp26,temp27,temp28,temp29,temp30,temp31,temp32,temp33,temp34,temp35,temp36,temp37,temp38,temp39,temp40,temp41,temp42,temp43,temp44,temp45,temp46,temp47,temp48,group,use_state,累计里程,cellCapacity
26.0,26.0,25.481029810298104,25.90108401084011,26.0,26.0,26.35636856368564,26.264227642276424,26.48509485094851,26.382113821138212,26.0,26.0,26.0,25.971544715447155,25.99728997289973,26.0,26.0,26.0,26.0,25.99728997289973,26.0,26.0,26.0,25.979674796747968,25.99728997289973,26.0,25.718157181571815,26.0,26.0,26.0,26.0,25.964769647696478,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.905149051490515,26.0,25.991869918699187,26.0,26.0,0,1,51362.4,119.4398148148148
26.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,1,51362.4,119.4398148148148
26.0,26.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,25.0,25.0,26.0,25.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,25.0,26.0,26.0,0,1,51362.4,119.4398148148148
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,51362.4,119.4398148148148
0.0,0.0,0.00814111261872456,0.00814111261872456,0.0,0.0,0.00814111261872456,0.00814111261872456,0.00814111261872456,0.00814111261872456,0.0,0.0,0.0,0.00814111261872456,0.00814111261872456,0.0,0.0,0.0,0.0,0.00814111261872456,0.0,0.0,0.0,0.00814111261872456,0.00814111261872456,0.0,0.00814111261872456,0.0,0.0,0.0,0.0,0.00814111261872456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00814111261872456,0.0,0.00814111261872456,0.0,0.0,0,1,51362.4,119.4398148148148
18.971929824561403,18.778947368421054,18.46315789473684,18.666666666666668,19.80701754385965,19.99298245614035,20.54736842105263,20.621052631578948,20.589473684210525,20.417543859649122,19.54385964912281,19.392982456140352,19.533333333333335,19.435087719298245,20.182456140350876,20.45964912280702,20.063157894736843,19.835087719298247,19.48421052631579,19.424561403508772,19.642105263157895,19.557894736842105,20.266666666666666,20.31578947368421,20.350877192982455,20.392982456140352,19.529824561403508,19.607017543859648,19.021052631578947,18.70175438596491,19.23859649122807,19.235087719298246,19.12982456140351,19.231578947368423,18.698245614035088,18.849122807017544,18.782456140350877,18.933333333333334,19.25263157894737,19.37543859649123,19.03859649122807,18.933333333333334,19.003508771929823,18.652631578947368,18.950877192982457,18.49122807017544,18.72280701754386,18.982456140350877,1,1,51509.5,122.02398989898988
20.0,20.0,19.0,19.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,19.0,20.0,20.0,1,1,51509.5,122.02398989898988
18.0,18.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,1,1,51509.5,122.02398989898988
2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1,1,51509.5,122.02398989898988
0.04225352112676056,0.04225352112676056,0.02112676056338028,0.02112676056338028,0.04225352112676056,0.04225352112676056,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.04225352112676056,0.02112676056338028,0.04225352112676056,0.04225352112676056,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.04225352112676056,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.02112676056338028,0.04225352112676056,0.02112676056338028,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.02112676056338028,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.02112676056338028,0.04225352112676056,0.02112676056338028,0.04225352112676056,0.04225352112676056,1,1,51509.5,122.02398989898988
