group,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH,加权容量,平均容量
7,2022-01-04 12:26:58,21.05537037037035,36265.5,135.11843093093094,0.9685669151739231,0.9917747988472254,0.9812295163593072,153.24234351887043,152.17041086646333
8,2022-01-05 02:06:25,19.19944299768518,36472.6,137.05470085470088,0.9824466425663212,0.9043547267068596,0.9398384151100418,146.85364691260298,150.95683042242072
10,2022-01-05 15:10:26,20.936872106481474,36704.7,133.23245614035088,0.9550477174418115,0.9861931543658004,0.9720411775980555,149.85893537855208,150.95683042242072
15,2022-01-07 00:50:26,21.03441116898148,37344.0,137.26736111111111,0.9839710510952853,0.9907875539127599,0.9876902466010788,156.35311650071247,151.15246925045207
24,2022-01-09 18:00:20,21.03718171296295,38668.7,136.05148467432952,0.9752553068293665,0.9909180553312381,0.9838011587708051,154.54401202157877,151.1040752370618
25,2022-01-10 02:23:22,19.555972222222238,38864.7,134.48025173611111,0.9639922672166005,0.921148385223833,0.9406159439574414,144.88892820220758,150.92588621357777
27,2022-01-11 00:45:48,20.843909143518516,39342.4,135.2121212121212,0.9692385134600267,0.9818143036369349,0.9761000704138152,152.3263022186404,150.7459392097377
32,2022-01-12 23:56:26,21.073444733796293,40021.6,138.56093073593075,0.9932437219843863,0.992626158753783,0.992906769377851,158.50205202929754,150.65110693761144
33,2022-01-13 14:27:25,20.860745081018514,40255.4,136.32810245310245,0.9772381808667753,0.9826073297501664,0.9801676763766801,154.07142743984758,151.0967664237497
35,2022-01-14 12:00:13,20.334133391203697,40591.5,133.99135220125788,0.9604876978470464,0.957802247077688,0.959022471953378,148.0016086782879,151.40897038399237
36,2022-01-15 02:00:19,20.677871817129617,40781.1,132.49590163934425,0.9497678876215397,0.9739934183671032,0.9629857337058088,147.50415861646982,151.40897038399237
37,2022-01-15 10:19:09,19.881170428240733,40908.1,130.93117283950616,0.9385514715019825,0.9364662532872385,0.9374137423143714,141.3735630898182,151.40897038399237
38,2022-01-15 23:01:38,21.019167390046295,41119.9,137.63758051529788,0.9866248879092578,0.9900695235233067,0.9885043374800884,156.83288347491765,150.90261170774775
44,2022-01-18 11:00:04,20.681812789351834,41802.0,129.93950617283951,0.9314429259275812,0.9741790506720306,0.9547604550683496,143.80727903533685,151.2645734333417
46,2022-01-19 02:18:51,20.591087962962956,42053.2,138.06657088122606,0.9897000115064137,0.9699056232822706,0.978899869308212,155.3099615073235,151.27992637851273
51,2022-01-21 01:44:37,21.22999131944444,42579.9,136.37500000000003,0.9775743556729424,1.0,0.9898101542677737,155.9990207712705,150.68555812173798
55,2022-01-22 00:37:28,20.80423480902778,43043.4,137.2437948028674,0.9838021211697349,0.9799455165096222,0.9816978945445007,155.1554179069044,150.8811091140383
58,2022-01-22 23:57:57,19.1651591435185,43438.2,135.41594112769485,0.9706995519395151,0.9027398483185073,0.9336196253187315,144.31994891656748,151.1287921365853
