group,数据采集时间,部分区域容量,累计里程,安时容量,result_svm_partial,result_svm_Ah,SOH1,SOH2,SOH3
2,2022-01-01 12:48:36,20.557065972222215,312119.8,126.18385122410548,1.0,1,0.9231791985911949,0.9796661133927094,0.9445981619053223
3,2022-01-01 18:12:26,20.594089988425928,312301.6,123.70604166666666,1.0,1,0.905051187603201,0.9814305273467965,0.9340130503934394
5,2022-01-02 02:46:21,20.812534722222225,312609.6,124.0841158059468,1.0,1,0.9078172323666375,0.9918407144638927,0.9396776355571849
7,2022-01-02 23:44:03,20.790311053240753,313000.6,127.34558823529412,1.0,1,0.9316786336025585,0.9907816248328225,0.9540895725848779
13,2022-01-06 11:30:29,19.005734953703705,313887.4,118.26483585858588,1.0,1,0.8652425435608471,0.9057359897286029,0.8805970312502066
15,2022-01-07 00:16:31,20.550758101851837,314273.7,120.31190476190476,1.0,1,0.8802191939903107,0.9793655059588526,0.9178139400699514
18,2022-01-09 15:25:22,20.79423321759258,314909.1,125.8540811965812,1.0,1,0.9207665536546525,0.9909685392257537,0.9473860594076204
29,2022-01-12 21:16:11,20.551608796296296,316518.7,125.49153645833331,1.0,1,0.9181141242220248,0.9794060465944284,0.9413550719947938
32,2022-01-13 16:05:02,20.710542534722222,316863.5,123.992037037037,1.0,1,0.9071435708539735,0.9869801818344035,0.9374163773565556
33,2022-01-14 01:53:55,20.786589988425927,317053.2,123.89925665101724,1.0,1,0.9064647762096526,0.9906042940255104,0.9383691783477193
36,2022-01-15 19:20:50,20.956963686342586,317658.1,122.7128144654088,1.0,1,0.8977845945900608,0.9987236111833137,0.936059106500862
37,2022-01-16 01:18:51,20.269212962962953,317866.6,127.56737089201876,1.0,1,0.9333012274076314,0.9659482103033059,0.9456804577376379
41,2022-01-17 01:46:46,20.83463252314814,318532.3,126.25868055555554,1.0,1,0.9237266607392355,0.9928938057356175,0.9499537709722184
44,2022-01-18 02:49:29,20.761387442129642,319004.6,122.76157407407406,1.0,1,0.8981413268978367,0.9894032432232683,0.9327464322504656
47,2022-01-19 20:13:40,20.8910546875,319740.9,129.00190058479532,1.0,1,0.9437964529003191,0.995582656495472,0.9634329793220591
52,2022-01-21 01:43:35,20.85122251157407,320313.5,127.09192251461988,1.0,1,0.9298227787174022,0.9936844170759916,0.9540381229964993
53,2022-01-21 14:52:40,20.317369791666646,320519.1,124.29203703703703,1.0,1,0.909338413988738,0.968243168799485,0.9316741847907439
58,2022-01-23 15:55:45,20.76828848379629,321502.1,120.328431372549,1.0,1,0.8803401050500221,0.9897321187873718,0.9218198625714222
59,2022-01-24 00:26:22,20.88818576388888,321733.2,121.2518656716418,1.0,1,0.8870960831559214,0.9954459352703943,0.928180669129252
63,2022-01-25 06:39:37,19.15270543981481,322275.7,125.77442528735632,1.0,1,0.9201837795696337,0.9127400050441377,0.9173612155467892
66,2022-01-27 05:17:07,18.91154079861111,322773.8,121.5613888888889,1.0,1,0.889360599517338,0.9012470795918857,0.8938677686828952
68,2022-01-27 11:49:43,20.155627893518513,322967.5,124.3453282828283,1.0,1,0.9097283004052982,0.9605352080941173,0.9289934929851185
73,2022-01-28 15:37:26,20.837035590277768,323811.2,126.04250334672024,1.0,1,0.9221450771968865,0.9930083261364512,0.9490153237785908
74,2022-01-28 20:39:17,20.60026331018518,323970.7,127.06329690346084,1.0,1,0.9296133496302993,0.9817247227413524,0.9493731752967653
76,2022-01-29 12:18:32,20.688278356481472,324270.2,126.37988683127573,1.0,1,0.9246134232797515,0.9859191616968765,0.9478596098827183
85,2022-02-10 09:51:10,18.87344328703703,325437.4,123.9294590643275,1.0,1,0.9066857414080104,0.8994315072167158,0.9039350481445989
93,2022-02-12 04:08:22,20.95615162037037,326556.2,124.31458333333336,1.0,1,0.9095033659342059,0.9986849114235379,0.9433196268832279
