group,,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH3
16,0,2022-08-20 19:59:49,15.653491030092573,60070.6,133.47456831831832,1.0,1.0,1.0
20,0,2022-08-28 10:44:20,16.028955439814773,60414.7,140.60790598290592,1.0534434218777586,1.0239859855543023,1.0355513292144027
28,0,2022-09-12 18:24:16,16.453168113425885,60902.2,141.26288416075644,1.0583505602645147,1.0510861814655912,1.0539382639198882
30,0,2022-09-19 09:56:06,16.5134069733796,61097.7,131.8731172839506,0.9880018264561944,1.0549344514673378,1.0286558981734755
33,0,2022-09-26 11:50:36,16.60950665509254,61357.0,130.65582151300225,0.9788817687082251,1.0610736367473623,1.028804121182584
39,0,2022-10-04 23:12:00,16.320975983796238,61668.9,138.54923167848693,1.0380197023605744,1.0426412838146124,1.0408267953716202
43,0,2022-10-20 00:42:38,16.503167968749967,62029.3,129.54345679012346,0.970547861081523,1.0542803478804796,1.0214059668681157
46,0,2022-10-28 00:39:52,16.216627604166632,62269.3,133.6455673758865,1.001281135872718,1.035975142732792,1.022353858522016
49,0,2022-11-07 20:35:39,16.30858651620366,62475.2,133.78764172335596,1.0023455659679752,1.0418498010987913,1.0263399634367307
53,0,2022-11-19 22:04:33,16.358480613425886,62721.4,133.12174873737368,0.9973566531408199,1.0450372113145896,1.0263172509239444
60,0,2022-12-07 15:37:38,16.482400173611094,63079.6,134.4535300925926,1.007334444206177,1.0529536281667145,1.0350429880755794
64,0,2022-12-30 23:06:08,16.285241030092568,63328.6,133.12000591016547,0.9973435957679424,1.040358409429916,1.0234702764297006
