group,,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH3
0,0,2022-01-09 00:55:19,14.492796585648142,51362.4,119.4398148148148,1.0,1.0,1.0
2,0,2022-02-03 00:59:16,14.867398726851825,51509.5,122.64149305555556,1.0268057870460097,1.0258474711205594,1.0268057870460097
3,0,2022-02-04 23:16:45,14.756475694444424,51627.2,127.40079365079364,1.0666526388065984,1.0181938045730523,1.0666526388065984
14,0,2022-04-12 11:42:40,15.322554976851777,52595.6,128.38985788113698,1.0749334975125233,1.0572531592712289,1.0749334975125233
20,0,2022-04-28 18:34:59,20.45744068287036,52915.8,127.5906007751938,1.068241783303301,1.4115592226781721,1.068241783303301
22,0,2022-05-09 13:00:57,14.820828993055537,53095.7,120.5347530864198,1.0091672803855452,1.0226341690141596,1.0091672803855452
32,0,2022-06-05 21:46:40,15.240657118055532,53847.3,134.22401234567897,1.1237794746566403,1.0516022237659761,1.1237794746566403
33,0,2022-06-10 12:16:59,14.987409722222205,54036.0,124.90228342749528,1.0457340680002707,1.034128205253627,1.0457340680002707
39,0,2022-06-20 17:44:14,14.919881365740709,54349.1,115.05752314814818,0.9633096244040471,1.0294687624689012,0.9633096244040471
50,0,2022-07-21 03:12:37,19.899869791666664,55066.2,126.34505208333331,1.0578135295941704,1.3730869452327106,1.0578135295941704
65,0,2022-07-22 15:29:50,14.834028501157377,55265.7,119.37876157407408,0.9994888367766195,1.0235449323733108,0.9994888367766195
87,0,2022-08-27 18:36:38,15.002168113425896,56096.6,121.27910756501184,1.0153993268747843,1.0351465312279462,1.0153993268747843
88,0,2022-08-31 07:43:57,15.012164930555523,56338.7,125.83043842034807,1.0535049691381522,1.0358363095651049,1.0535049691381522
103,0,2022-09-10 23:04:35,14.841651475694418,56714.6,124.86847643097644,1.0454510217097917,1.0240709160571355,1.0454510217097917
106,0,2022-09-14 18:00:54,19.88297887731481,57009.8,124.26533996683251,1.0404013114010553,1.371921475597362,1.0404013114010553
108,0,2022-09-21 23:48:42,14.99416087962961,57235.7,119.8599116161616,1.0035172258262302,1.0345940337338315,1.0035172258262302
110,0,2022-09-26 18:33:38,19.988981481481485,57435.9,126.23630952380952,1.0569030914819513,1.3792356336027016,1.0569030914819513
116,0,2022-10-02 17:24:19,15.039972800925904,57853.1,122.01641081871344,1.0215723375651036,1.0377550469327375,1.0215723375651036
121,0,2022-10-19 23:39:34,14.752763599537,58171.3,120.95405092592593,1.0126778169696502,1.0179376707837255,1.0126778169696502
127,0,2022-11-17 02:16:43,14.870303819444425,58885.0,107.08727477477474,0.8965793771600197,1.0260479219152305,0.8965793771600197
129,0,2022-11-24 18:56:11,14.771028645833312,59057.7,123.94994089834516,1.0377606587093515,1.0191979552421715,1.0377606587093515
141,0,2022-12-26 14:58:44,19.793832465277763,59756.8,127.12956053067992,1.0643817618755327,1.3657703914011396,1.0643817618755327
