group,数据采集时间,累计里程,安时容量,平均容量
0,2022-01-01 03:06:41,311917.4,127.15807748538012,125.76693492124893
2,2022-01-01 12:48:36,312119.8,126.18385122410548,126.03372201814679
3,2022-01-01 18:12:26,312301.6,123.70604166666666,126.22488484903297
5,2022-01-02 02:46:21,312609.6,124.0841158059468,126.34696206489511
6,2022-01-02 18:26:32,312820.8,122.40216049382715,126.45253620311689
7,2022-01-02 23:44:03,313000.6,127.34558823529412,126.28807458818687
8,2022-01-04 13:32:27,313269.2,125.96128472222222,126.4358795255813
9,2022-01-04 21:38:48,313521.8,128.09579986613116,126.36870516739431
11,2022-01-05 03:55:40,313762.8,126.9654947916667,126.23571227846713
16,2022-01-08 13:59:11,314534.3,128.4348058902276,126.05152945411122
17,2022-01-09 10:18:39,314741.1,128.13651315789474,125.94768424624358
18,2022-01-09 15:25:22,314909.1,125.8540811965812,126.05442913098534
19,2022-01-09 17:34:33,314942.0,128.1826923076923,126.05442913098534
21,2022-01-10 09:29:36,315227.9,127.82499999999996,125.88711920643972
22,2022-01-10 16:23:07,315417.7,123.98561197916666,126.1219014972666
23,2022-01-11 09:46:38,315637.8,128.6529535864979,125.95578258758151
24,2022-01-11 18:48:19,315910.6,127.21486928104576,125.89568395738829
25,2022-01-11 22:34:50,315925.2,124.4477513227513,125.89568395738829
26,2022-01-12 08:12:26,316092.3,123.84184027777778,125.81580920475456
28,2022-01-12 17:28:04,316393.3,125.17318594104307,125.73850508337775
29,2022-01-12 21:16:11,316518.7,125.49153645833331,125.69660481138764
31,2022-01-13 08:44:34,316667.1,127.15643274853804,125.69660481138764
32,2022-01-13 16:05:02,316863.5,123.992037037037,125.79300000717892
33,2022-01-14 01:53:55,317053.2,123.89925665101724,125.68732777185699
35,2022-01-14 20:36:27,317480.3,123.74491213151924,125.63836156271653
36,2022-01-15 19:20:50,317658.1,122.7128144654088,125.5932429556035
37,2022-01-16 01:18:51,317866.6,127.56737089201876,125.56504766770425
38,2022-01-16 08:44:43,318005.0,123.69097222222226,125.62822509524577
39,2022-01-16 13:54:04,318171.7,124.4501633986928,125.45378843326733
40,2022-01-16 19:09:45,318332.5,126.08463541666669,125.58913389613537
41,2022-01-17 01:46:46,318532.3,126.25868055555554,125.55337766369634
42,2022-01-17 16:03:07,318738.1,125.1875,125.68410360365144
43,2022-01-18 00:09:58,318971.4,127.66792929292932,125.57574759458113
44,2022-01-18 02:49:29,319004.6,122.76157407407406,125.57574759458113
45,2022-01-18 14:11:14,319221.0,128.2028799019608,125.51068350685466
47,2022-01-19 20:13:40,319740.9,129.00190058479532,125.70557730814213
48,2022-01-20 07:51:42,319741.0,127.38949275362316,125.70557730814213
49,2022-01-20 13:52:03,319928.5,124.5577380952381,125.81456807427219
50,2022-01-20 20:30:44,320120.9,124.46527777777776,125.8924174510358
52,2022-01-21 01:43:35,320313.5,127.09192251461988,126.02490090877025
53,2022-01-21 14:52:40,320519.1,124.29203703703703,125.9862872599597
54,2022-01-22 10:44:12,320763.0,128.97277046783628,126.13951174694377
55,2022-01-22 14:35:52,320910.8,125.17958089668616,126.14200612559274
56,2022-01-22 22:55:54,321191.9,127.10998877665544,126.16524649487711
57,2022-01-23 03:30:56,321313.1,122.4642857142857,126.20242055343017
