group,数据采集时间,累计里程,安时容量,平均容量
0,2022-08-10 15:50:01,69846.2,148.65277777777777,137.17537488279032
2,2022-08-18 18:39:18,69858.9,137.78450396825397,137.17537488279032
3,2022-08-29 19:59:53,69963.3,138.68898809523807,137.17537488279032
4,2022-08-29 22:14:03,69963.3,132.87962962962965,137.17537488279032
5,2022-08-29 22:41:03,69963.3,135.99272486772486,137.17537488279032
6,2022-09-05 17:53:09,70180.4,142.72619047619048,137.27261562453916
7,2022-09-05 21:36:49,70180.4,137.55114734299516,137.27261562453916
8,2022-09-10 08:03:17,70365.5,127.8535052910053,137.27261562453916
9,2022-09-13 19:23:00,70503.2,148.3310185185185,137.4685346592402
10,2022-09-13 20:23:00,70503.2,141.08660130718954,137.4685346592402
11,2022-09-13 23:25:40,70503.2,131.67418699186993,137.4685346592402
12,2022-09-17 10:02:30,70616.8,146.91666666666666,137.4685346592402
14,2022-09-17 22:46:29,70718.4,122.73148148148148,137.87608561224752
15,2022-09-17 23:12:09,70718.4,144.87718253968254,137.87608561224752
17,2022-09-18 02:35:10,70718.4,129.38088624338627,137.87608561224752
18,2022-09-30 18:56:00,70957.3,148.10347222222222,137.87608561224752
19,2022-09-30 19:38:10,70957.3,140.0638888888889,137.87608561224752
20,2022-09-30 20:27:50,70957.3,137.93650793650792,137.87608561224752
21,2022-09-30 22:10:50,70957.3,134.19985224586284,137.87608561224752
22,2022-10-05 20:11:35,71212.9,147.8887152777778,137.87608561224752
23,2022-10-05 21:31:48,71212.9,135.7998263888889,137.87608561224752
24,2022-10-06 00:19:47,71212.9,129.95568181818183,137.87608561224752
25,2022-10-14 18:31:34,71501.7,136.1583333333333,137.87608561224752
26,2022-10-14 19:17:14,71501.7,146.49434156378604,137.87608561224752
28,2022-10-22 00:00:23,71750.5,124.88888888888891,137.87608561224752
29,2022-10-22 00:55:03,71750.5,132.7626446759259,137.87608561224752
30,2022-10-30 19:18:09,72003.3,139.7092320261438,137.87608561224752
31,2022-10-30 22:29:39,72003.3,126.6973108747045,137.87608561224752
33,2022-11-11 22:15:48,72331.0,151.10833333333335,137.87608561224752
34,2022-11-12 00:03:08,72331.0,122.6840277777778,137.87608561224752
35,2022-11-12 00:55:08,72331.0,130.85807291666663,137.87608561224752
36,2022-12-02 19:40:04,72643.7,141.025582437276,137.74413714717934
37,2022-12-03 00:44:36,72643.7,131.9611111111111,137.74413714717934
38,2022-12-03 02:58:27,72643.7,141.84561631944445,137.74413714717934
39,2022-12-16 19:23:26,72937.5,139.76018518518515,137.90356115753394
40,2022-12-17 04:13:17,72937.5,141.83813131313138,137.90356115753394
41,2022-12-21 18:50:58,73132.2,146.7720588235294,137.3180529841729
42,2022-12-21 21:35:48,73132.2,143.95,137.3180529841729
44,2022-12-21 23:05:28,73132.2,139.0157407407407,137.3180529841729
48,2022-12-22 02:01:50,73132.2,136.43837719298247,137.3180529841729
