group,数据采集时间,累计里程,安时容量,平均容量
0,2022-01-02 10:20:06,23590.4,122.3037294238683,126.21344158999952
1,2022-01-05 12:17:35,23784.9,138.11718750000003,126.53710394115475
2,2022-01-05 13:38:25,23784.9,118.6310763888889,126.53710394115475
3,2022-01-05 14:46:45,23784.9,123.36966845878136,126.53710394115475
5,2022-01-10 13:27:15,23994.9,126.37083333333332,126.78369284507777
6,2022-01-10 14:51:45,23994.9,124.79104938271604,126.78369284507777
8,2022-01-19 12:31:15,24222.6,137.07253086419755,126.77985224189273
10,2022-01-19 14:43:05,24246.2,127.00198412698413,126.77985224189273
11,2022-01-19 15:59:55,24246.2,128.84729797979796,126.77985224189273
12,2022-01-27 12:20:22,24486.8,134.47751322751324,126.63261147875122
13,2022-01-27 13:55:32,24486.8,134.45277777777778,126.63261147875122
14,2022-01-27 14:52:02,24486.8,118.56032494758908,126.63261147875122
16,2022-02-01 17:05:30,24614.8,122.17349999999996,126.89056500360076
17,2022-02-04 19:53:50,24792.3,134.43849206349208,126.68776171085203
18,2022-02-04 20:28:40,24792.3,121.04456845238094,126.68776171085203
20,2022-02-12 00:17:57,24926.1,118.76944444444446,126.68776171085203
22,2022-02-12 01:27:17,24926.1,134.76388888888889,126.68776171085203
23,2022-02-13 12:59:47,25070.8,119.0451388888889,126.8208405059831
24,2022-02-13 13:16:37,25070.8,115.4017094017094,126.8208405059831
25,2022-02-13 18:42:50,25135.7,126.68963675213672,126.8208405059831
26,2022-02-19 12:10:58,25350.9,125.27243589743593,127.01267556332766
29,2022-02-19 14:18:38,25350.9,123.27374551971327,127.01267556332766
31,2022-02-25 17:37:22,25514.9,122.78931261770244,126.81457475271094
33,2022-03-03 12:12:54,25679.2,123.5041928721174,126.7546914308794
34,2022-03-09 20:25:51,25874.3,130.05555555555557,126.62395924191733
36,2022-03-09 21:04:21,25874.3,130.33188657407408,126.62395924191733
37,2022-03-16 19:34:25,26159.2,132.76296296296297,127.02913290221133
38,2022-03-16 21:10:45,26159.2,128.72646604938268,127.02913290221133
39,2022-03-29 21:28:35,26368.4,132.45833333333334,126.8677617619761
40,2022-03-29 22:18:55,26368.4,128.01354166666664,126.8677617619761
42,2022-04-02 22:29:14,26517.6,126.66463414634148,126.9249537799295
43,2022-04-14 15:14:53,26767.4,130.40032679738562,127.09670250712158
44,2022-04-14 16:35:03,26767.4,123.6515625,127.09670250712158
47,2022-04-29 12:33:56,26942.0,121.28148148148148,127.09670250712158
49,2022-05-01 12:53:08,27040.9,135.66098484848487,127.20324362808002
52,2022-05-03 15:32:41,27290.6,119.58964646464646,127.08504427557173
53,2022-05-05 16:18:09,27482.7,127.20882936507935,127.30529821535842
54,2022-05-05 17:17:40,27482.7,131.22368827160494,127.30529821535842
56,2022-05-14 08:19:53,27738.8,128.7529239766082,127.64907778103867
57,2022-05-14 09:42:13,27738.8,132.56215932914046,127.64907778103867
58,2022-05-25 12:40:27,27932.7,118.89054232804232,127.42297286099132
