group,,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH3
0,0,2022-01-01 03:06:41,15.458206018518522,311917.4,127.15807748538012,1.0,1.0,1.0
2,0,2022-01-01 12:48:36,20.557065972222215,312119.8,126.18385122410548,0.992338463426465,1.3298481044692634,0.992338463426465
3,0,2022-01-01 18:12:26,20.594089988425928,312301.6,123.70604166666666,0.9728524063356466,1.33224320880151,0.9728524063356466
5,0,2022-01-02 02:46:21,20.812534722222225,312609.6,124.0841158059468,0.9758256672307212,1.3463745209042601,0.9758256672307212
7,0,2022-01-02 23:44:03,20.790311053240753,313000.6,127.34558823529412,1.0014746271225716,1.344936859318249,1.0014746271225716
9,0,2022-01-04 21:38:48,20.91424623842592,313521.8,128.09579986613116,1.007374461766763,1.3529542958200458,1.007374461766763
13,0,2022-01-06 11:30:29,19.005734953703705,313887.4,118.26483585858588,0.9300615281178914,1.229491632530666,0.9300615281178914
15,0,2022-01-07 00:16:31,20.550758101851837,314273.7,120.31190476190476,0.9461601428799323,1.3294400448042012,0.9461601428799323
18,0,2022-01-09 15:25:22,20.79423321759258,314909.1,125.8540811965812,0.9897450770365034,1.3451905863255826,0.9897450770365034
20,0,2022-01-10 02:29:14,21.086494502314803,315227.7,121.44429824561404,0.9550655424117825,1.3640971324262168,0.9550655424117825
22,0,2022-01-10 16:23:07,13.704892939814817,315417.7,123.98561197916666,0.9750510107658854,0.886577195529463,0.9750510107658854
23,0,2022-01-11 09:46:38,21.801206597222222,315637.8,128.6529535864979,1.0117560451579621,1.4103322579026927,1.0117560451579621
26,0,2022-01-12 08:12:26,21.423544560185178,316092.3,123.84184027777778,0.9739203574544163,1.3859010893321215,0.9739203574544163
29,0,2022-01-12 21:16:11,20.551608796296296,316518.7,125.49153645833331,0.9868939428780023,1.3294950767039857,0.9868939428780023
32,0,2022-01-13 16:05:02,20.710542534722222,316863.5,123.992037037037,0.9751015388801617,1.3397765892052118,0.9751015388801617
33,0,2022-01-14 01:53:55,20.786589988425927,317053.2,123.89925665101724,0.9743718928533065,1.3446961415525283,0.9743718928533065
35,0,2022-01-14 20:36:27,43.00711588541665,317480.3,123.74491213151924,0.9731580924990526,2.782154399669358,0.9731580924990526
36,0,2022-01-15 19:20:50,20.956963686342586,317658.1,122.7128144654088,0.9650414420548123,1.3557177114366763,0.9650414420548123
37,0,2022-01-16 01:18:51,20.269212962962953,317866.6,127.56737089201876,1.0032187763037366,1.3112267321758406,1.0032187763037366
41,0,2022-01-17 01:46:46,20.83463252314814,318532.3,126.25868055555554,0.9929269382833507,1.3478040400153033,0.9929269382833507
42,0,2022-01-17 16:03:07,20.86276765046295,318738.1,125.1875,0.9845029311204655,1.3496241171498107,0.9845029311204655
44,0,2022-01-18 02:49:29,20.761387442129642,319004.6,122.76157407407406,0.9654248986910678,1.3430657747256085,0.9654248986910678
45,0,2022-01-18 14:11:14,15.105574363425928,319221.0,128.2028799019608,1.0082165634872926,0.9771880608480602,1.0082165634872926
47,0,2022-01-19 20:13:40,20.8910546875,319740.9,129.00190058479532,1.014500243601333,1.3514540214092805,1.014500243601333
48,0,2022-01-20 07:51:42,18.53229600694444,319741.0,127.38949275362316,1.0018199022257916,1.198864602059465,1.0018199022257916
49,0,2022-01-20 13:52:03,20.641736111111094,319928.5,124.5577380952381,0.9795503404772615,1.3353254631477183,0.9795503404772615
52,0,2022-01-21 01:43:35,20.85122251157407,320313.5,127.09192251461988,0.9994797422855984,1.3488772556527489,0.9994797422855984
53,0,2022-01-21 14:52:40,20.317369791666646,320519.1,124.29203703703703,0.9774608070126524,1.314342024380253,0.9774608070126524
56,0,2022-01-22 22:55:54,21.08355179398148,321191.9,127.10998877665544,0.9996218194732442,1.3639067669769664,0.9996218194732442
57,0,2022-01-23 03:30:56,20.517453703703705,321313.1,122.4642857142857,0.9630869555130378,1.3272855646460098,0.9630869555130378
58,0,2022-01-23 15:55:45,20.76828848379629,321502.1,120.328431372549,0.9462901118993692,1.3435122069738512,0.9462901118993692
59,0,2022-01-24 00:26:22,20.88818576388888,321733.2,121.2518656716418,0.9535522089470299,1.35126842913501,0.9535522089470299
63,0,2022-01-25 06:39:37,19.15270543981481,322275.7,125.77442528735632,0.9891186448758407,1.238999235543269,0.9891186448758407
64,0,2022-01-25 10:26:07,20.54042968749999,322438.3,124.87207264957264,0.982022338800535,1.3287718938984963,0.982022338800535
66,0,2022-01-27 05:17:07,18.91154079861111,322773.8,121.5613888888889,0.9559863698227532,1.2233981599129669,0.9559863698227532
68,0,2022-01-27 11:49:43,20.155627893518513,322967.5,124.3453282828283,0.9778799014724392,1.3038788504547425,0.9778799014724392
71,0,2022-01-28 01:59:44,21.041665219907408,323464.2,128.40672514619882,1.0098196487829274,1.3611971010542911,1.0098196487829274
