group,,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH3
3,0,2022-01-02 02:43:43,17.509515335648135,35502.2,136.60895931142412,1.0,1.0,1.0
6,0,2022-01-04 04:41:37,21.21529803240739,36066.5,143.17083333333335,1.0480339946588004,1.2116439333540285,1.068752842319732
7,0,2022-01-04 12:26:58,21.05537037037035,36265.5,135.11843093093094,0.9890890876556987,1.2025101761385197,1.0161158016510066
8,0,2022-01-05 02:06:25,19.19944299768518,36472.6,137.05470085470088,1.003262901243985,1.0965148166378123,1.015071916298589
10,0,2022-01-05 15:10:26,20.936872106481474,36704.7,133.23245614035088,0.9752834426959076,1.1957425265709944,1.0032014176716522
13,0,2022-01-06 03:56:59,17.852786458333323,36991.5,132.2412037037037,0.9680273121928749,1.019604832921121,0.9745588640241344
15,0,2022-01-07 00:50:26,21.03441116898148,37344.0,137.26736111111111,1.004819609218939,1.2013131583463597,1.0297026936036258
18,0,2022-01-08 02:30:20,19.173337673611094,37811.8,131.4224318658281,0.9620337679773079,1.095023894497841,0.9788750564330153
21,0,2022-01-09 01:54:50,19.333492476851838,38282.0,129.14143990929708,0.9453365325395422,1.1041706241571527,0.9654505877970161
24,0,2022-01-09 18:00:20,21.03718171296295,38668.7,136.05148467432952,0.9959191941736139,1.2014713891099393,1.0219494258772583
25,0,2022-01-10 02:23:22,19.555972222222238,38864.7,134.48025173611111,0.9844175112229627,1.1168768436672636,1.0011915822364261
26,0,2022-01-10 12:18:49,21.355065104166666,39123.4,141.0808531746032,1.0327349969264066,1.219626282898263,1.0564020926669628
27,0,2022-01-11 00:45:48,20.843909143518516,39342.4,135.2121212121212,0.9897749158887992,1.1904332440933867,1.0151854096957338
29,0,2022-01-12 00:23:37,21.010666956018515,39673.3,141.08152958152957,1.0327399483361075,1.1999570835203122,1.0539155955969544
32,0,2022-01-12 23:56:26,21.073444733796293,40021.6,138.56093073593075,1.0142887511503311,1.2035424356316848,1.0382550107144486
33,0,2022-01-13 14:27:25,20.860745081018514,40255.4,136.32810245310245,0.9979440817078373,1.1913947748483655,1.0224418321076247
35,0,2022-01-14 12:00:13,20.334133391203697,40591.5,133.99135220125788,0.9808386863983135,1.1613190314756936,1.0036939285998048
36,0,2022-01-15 02:00:19,20.677871817129617,40781.1,132.49590163934425,0.9698917428782733,1.1809505529276947,0.9966193082559321
37,0,2022-01-15 10:19:09,19.881170428240733,40908.1,130.93117283950616,0.9584376712879099,1.1354494997222495,0.9808536756991444
38,0,2022-01-15 23:01:38,21.019167390046295,41119.9,137.63758051529788,1.007529676011431,1.2004425586385452,1.0319593204380315
39,0,2022-01-16 03:55:53,18.88369068287035,41202.7,130.5175438596491,0.9554098392779015,1.078481632465548,0.9709951133434487
44,0,2022-01-18 11:00:04,20.681812789351834,41802.0,129.93950617283951,0.9511785085531586,1.1811756289590223,0.980304338793941
46,0,2022-01-19 02:18:51,20.591087962962956,42053.2,138.06657088122606,1.010669955888318,1.1759941704977381,1.0316058919596371
