group,数据采集时间,累计里程,安时容量,平均容量
1,2022-01-08 08:44:21,123.1,117.97332451499118,124.40099838056531
2,2022-01-16 08:48:54,389.6,121.2037037037037,124.40606766867286
3,2022-01-22 08:40:54,536.2,127.86692506459949,124.65310221868015
4,2022-01-26 20:21:01,690.7,125.4403021442495,124.46307201210938
5,2022-02-12 09:03:50,80.2,122.98001355013548,124.62126583919155
6,2022-02-16 15:28:15,203.9,122.787037037037,124.19822975019827
7,2022-02-19 08:44:42,349.9,123.02481785063752,124.40606766867286
9,2022-02-26 10:26:18,557.6,127.59633569739954,124.46307201210938
10,2022-02-28 08:30:08,684.4,126.33874764595106,124.46307201210938
11,2022-03-03 08:26:58,862.5,127.33958333333337,124.38807294114882
12,2022-03-09 08:29:43,1092.3,127.7306967984934,124.33241695556684
14,2022-03-15 23:03:42,1398.5,129.04967948717947,124.36091185898462
15,2022-03-18 08:55:34,1535.4,122.7231329690346,124.46742596000344
16,2022-03-20 16:11:44,1696.1,123.23916666666668,124.46742596000344
17,2022-03-23 19:36:52,1848.4,127.14500941619583,124.43886256989168
19,2022-03-27 16:12:07,2054.6,118.32318376068376,124.31877263799966
20,2022-03-30 08:46:47,2198.3,127.42916666666665,124.21589890779984
21,2022-04-01 15:08:13,2349.6,128.87711352657007,124.1687110918178
22,2022-04-02 21:45:16,2429.6,120.73611111111111,123.9842358162978
23,2022-04-08 09:08:24,2613.7,120.21591666666669,124.04274353818428
24,2022-04-09 08:41:12,2660.2,120.14285714285714,124.12883184060763
25,2022-04-13 20:51:17,2831.3,128.77066395663957,124.01215739305086
26,2022-04-19 20:08:12,2918.2,130.0878623188406,124.13077593154337
28,2022-04-21 20:04:36,3047.0,120.09237726098192,123.99536272443049
29,2022-04-25 20:11:40,3214.5,122.58809523809524,123.74905281395355
32,2022-05-05 21:01:58,3494.0,122.9410173160173,123.48436035363608
33,2022-05-08 19:45:29,3650.7,123.50544294294296,123.33793495898584
34,2022-05-12 22:07:12,3819.3,125.9572482638889,123.33793495898584
35,2022-05-15 10:19:12,3984.7,127.44982078853047,123.13394408297891
37,2022-05-19 19:41:34,4331.9,123.61052425665102,123.14569748798877
38,2022-05-21 19:15:40,4472.4,120.71607468123862,122.98572501086049
39,2022-05-24 19:44:12,4628.7,121.02681327160492,123.17999756295119
40,2022-05-27 19:48:01,4767.6,122.65870098039215,122.99525108018098
41,2022-05-29 15:51:56,4905.8,117.89655172413794,122.72789369625417
42,2022-06-01 09:02:24,5073.6,124.9692760942761,122.82274048602291
43,2022-06-02 22:24:53,5135.7,120.90032679738565,122.9530816769907
44,2022-06-05 08:57:56,5259.8,118.82010582010584,123.1009882314188
46,2022-06-10 08:52:51,5479.6,125.19362745098042,122.35648530126333
47,2022-06-11 09:04:35,5530.6,122.33543771043772,122.35648530126333
49,2022-06-14 15:30:00,5730.2,119.39880952380948,122.49198517482661
51,2022-06-17 09:03:05,59924.1,119.49024822695036,122.29718760729685
52,2022-06-19 09:02:13,60062.0,128.15079365079367,122.2217798552845
53,2022-06-20 09:37:37,60142.2,121.7108585858586,122.2217798552845
55,2022-06-24 08:51:54,60294.8,123.9295634920635,122.578017680239
56,2022-06-25 09:03:43,60345.3,122.6292270531401,122.578017680239
57,2022-06-29 19:23:04,60601.6,120.06345785440614,122.51035151376864
58,2022-07-01 19:18:28,60699.0,119.29629629629628,122.51035151376864
60,2022-07-04 16:09:30,60840.4,123.25843253968256,122.51035151376864
62,2022-07-09 09:01:04,61061.2,123.89981785063752,122.51035151376864
63,2022-07-10 19:39:39,61174.2,119.61817738791422,122.58064426181457
65,2022-07-14 17:49:46,61410.3,124.70932539682538,122.92818716677665
66,2022-07-16 08:57:21,61487.9,123.90070921985811,122.92818716677665
67,2022-07-16 20:20:43,61549.8,119.34758771929826,123.0540645564402
68,2022-07-18 20:20:01,61642.7,118.71315192743764,123.0540645564402
71,2022-07-22 20:30:02,61864.0,124.4599358974359,123.10273960784116
73,2022-07-25 09:15:12,62088.6,125.1892361111111,123.03089105830628
74,2022-07-25 20:42:38,62117.7,122.679012345679,122.95178043466237
75,2022-07-26 22:09:59,62282.8,122.13265306122447,122.96489398683167
77,2022-07-28 20:19:34,62403.0,120.46807992202729,122.96489398683167
78,2022-07-30 08:58:02,62532.8,120.7890325670498,122.9488888277497
79,2022-07-31 17:19:27,62648.9,128.85262345679016,122.83230428124523
