group,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH,加权容量,平均容量
4,2022-01-03 12:45:33,21.203022280092586,240670.8,123.61298309178744,0.9283991170161299,0.9882366524155337,0.9802959073708092,141.96253738784313,143.6715626966383
10,2022-01-06 13:08:26,21.226708622685177,241752.8,123.7008744855967,0.9290592280365495,0.9893406323860516,0.9813409836758857,142.22337696925,144.18246679980206
13,2022-01-08 12:58:25,21.44840422453703,242214.9,122.67390661938536,0.9213461542448865,0.9996734857187117,0.9892790507688813,142.57718286629319,144.18246679980206
15,2022-01-09 12:56:20,21.260309606481478,242566.3,128.13843351548272,0.9623876518154175,0.9909067168482607,0.9871220919831467,147.47479985020604,144.18246679980206
17,2022-01-10 12:21:53,21.29069444444443,242898.4,124.99209595959596,0.9387569866889965,0.9923229022465513,0.9852144330275128,144.11991640959914,144.36202034699448
23,2022-01-13 12:03:42,21.306264756944454,243855.5,127.45944444444444,0.9572880834832832,0.9930486079171308,0.9883030045880596,147.0255973834062,144.7686596402803
24,2022-01-14 13:11:18,21.45154947916666,244118.4,123.81589834515366,0.9299231182766966,0.9998200806647114,0.9905443985361079,143.8938567320168,145.1779571576703
31,2022-01-17 22:37:41,21.052369791666667,245270.1,127.78653846153846,0.9597447331737599,0.981214997253671,0.9783657840973554,145.61889517734136,145.48667843949713
32,2022-01-18 12:46:06,21.379202256944435,245413.5,125.41924119241192,0.9419650741169129,0.9964481002104164,0.9892179257624578,145.21565173412975,145.85840157419256
37,2022-01-20 21:58:29,20.961671730324067,246368.1,129.027920751634,0.9690681731003604,0.9769877155323315,0.9759367520041147,146.38035572126296,145.69706494365704
38,2022-01-21 12:22:11,21.341963252314816,246576.0,127.43689083820664,0.9571186939289419,0.9947124538111287,0.9897235708214724,147.24993873319772,145.69706494365704
40,2022-01-22 12:50:00,20.768239293981477,246806.8,126.08557347670252,0.9469695832623267,0.9679721600688419,0.965185011390515,141.7410989518132,145.89742141161707
41,2022-01-22 22:19:47,21.22247251157407,247014.7,128.95391414141417,0.9685123441747658,0.9891431944827,0.9864053757998668,148.13479511270697,145.89742141161707
46,2022-01-24 21:45:56,21.081397569444437,247798.3,129.24173699015472,0.9706740465457002,0.9825679323946721,0.9809895532972155,147.4654246218584,145.40017393688038
49,2022-01-25 22:04:36,20.918621238425924,248187.2,127.29525089605734,0.9560549027806612,0.9749812056378337,0.9724695890643085,144.1334833282509,145.14381492808687
50,2022-01-26 12:04:35,21.275789930555558,248361.2,127.74554507337524,0.9594368510692889,0.9916282283120127,0.9873562689537808,147.13714932399256,145.14381492808687
62,2022-02-03 15:12:26,20.871613136574062,249925.5,124.90916666666666,0.9381341436800777,0.9727902383032331,0.968191198422806,141.14366790471084,144.5576291667602
65,2022-02-08 12:41:21,21.455409722222225,250344.0,122.92401819923374,0.9232246249692305,1.0,0.9898115175572801,142.90842065498828,143.83068030298563
82,2022-02-15 22:16:09,20.696886574074068,253254.5,127.72612847222224,0.9592910220882626,0.9646465316687696,0.9639358283304799,143.0702619519589,141.60713179030924
83,2022-02-16 13:27:08,20.932881944444443,253433.9,125.86915204678364,0.9453441434467463,0.9756458727871983,0.9716246793088791,142.63647919861816,143.53451259706316
91,2022-02-19 21:32:58,20.610499131944433,254644.8,128.69055958132046,0.9665344116393814,0.960620160546145,0.9614050117227251,143.5387861024417,144.09019881488211
99,2022-02-24 12:42:30,20.38557002314813,255652.7,124.3276909722222,0.9337669525664409,0.9501365989778318,0.9479642637077124,137.18299990821822,144.09019881488211
100,2022-02-24 23:52:12,21.41599247685184,255902.2,130.47454289732772,0.9799330732841928,0.9981628295203536,0.99574364822332,151.2440358240788,143.92075782179586
102,2022-02-25 21:52:33,21.107576678240722,256224.9,124.50318761384332,0.935085025498953,0.983788095940147,0.9773249509812616,142.30903307410506,144.10422619653554
103,2022-02-26 13:03:03,21.066950231481474,256330.3,124.63541666666669,0.9360781358730788,0.9818945666491558,0.9758144934438726,142.17848134828972,144.10422619653554
104,2022-02-27 12:13:34,21.418987268518524,256516.5,129.86067019400355,0.975322563437478,0.9983024116446504,0.9952528690028684,150.56151311134627,144.10422619653554
115,2022-03-04 13:36:54,20.614283854166654,258259.9,127.02146464646464,0.9539986227199795,0.9607965599843855,0.9598944391619557,141.71473400726902,142.86263260121044
121,2022-03-07 12:43:36,21.052037037037035,259183.3,127.1949494949495,0.9553015860181747,0.9811994881287491,0.9777627049042958,144.95037454542586,140.75088275669705
122,2022-03-07 20:01:28,20.49840856481482,259356.7,122.98986486486488,0.9237191683796505,0.9553958106697819,0.9511921592556667,136.48492063144454,140.75088275669705
126,2022-03-09 12:53:26,21.27519386574074,259762.3,121.95704134366926,0.9159621155108633,0.9916004467491092,0.9815628557961683,140.59144183421697,140.66281884846467
128,2022-03-10 12:49:53,20.976261574074062,260052.2,122.7037037037037,0.9215699461644639,0.9776677232291728,0.9702232631210934,139.40164475693095,140.66281884846467
130,2022-03-11 12:24:37,20.70012008101851,260352.7,124.20545977011491,0.9328489313580703,0.9647972399044223,0.9605575369974857,139.19014687899724,140.66281884846467
136,2022-03-15 12:13:18,20.818956886574068,261387.5,126.8318853427896,0.9525747815203399,0.9703360204308307,0.9679790137639409,142.92291664259469,140.51254525434976
140,2022-03-20 13:09:52,21.04691869212962,262114.6,122.8520202020202,0.9226838817934886,0.9809609308150609,0.9732272702431412,140.046371490838,139.73124534394523
153,2022-03-27 12:25:00,20.572666377314828,263972.4,122.30452674897116,0.9185719153505671,0.9588568404735192,0.9535108261797827,136.23495046009333,139.47170026333592
161,2022-03-31 21:55:19,20.567151331018504,265148.1,125.55596405228756,0.9429919353673223,0.958599793585684,0.9565285514802238,139.77093189537135,139.479331057906
163,2022-04-01 20:23:51,20.788045428240743,265427.3,124.0972222222222,0.9320360099207082,0.9688952901565768,0.9640038763486477,139.6699596408576,139.479331057906
166,2022-04-03 12:24:21,21.260289351851856,265850.6,122.92491319444446,0.9232313468583281,0.9909057728145702,0.9819250325654997,141.57905970573518,139.72791045213418
168,2022-04-04 12:50:19,20.845332754629638,266202.7,123.76944444444442,0.9295742248245551,0.971565354589304,0.9659929182685872,139.6968506512951,139.87838926601995
170,2022-04-05 21:23:02,21.05292824074074,266463.5,122.15017361111111,0.9174126413543112,0.9812410256111485,0.9727706746413572,139.3037779991609,139.87838926601995
172,2022-04-06 22:29:14,20.295221354166653,266760.3,126.54871794871794,0.9504480440850926,0.9459256018376606,0.9465257529071632,138.9915702085166,140.2832158000118
176,2022-04-08 12:51:19,20.333145254629624,267234.5,127.76707175925928,0.9595985279066822,0.9476931700618969,0.9492730715514992,140.58754790221792,140.2832158000118
183,2022-04-11 18:52:13,20.723282696759256,268214.8,126.34291187739468,0.9489023312472171,0.9658768098609333,0.9636242102837791,141.71654560595968,141.46130091601094
185,2022-04-12 21:09:58,20.641753472222216,268448.5,126.41439909297053,0.949439238181736,0.9620768719621666,0.9603997937344427,141.23269859099184,141.0091108877124
196,2022-04-18 22:43:56,21.140760995370375,270197.8,129.85716966966967,0.9752962726416459,0.9853347602807158,0.9840026019549358,148.5823566642104,142.63955650393228
199,2022-04-20 22:20:27,20.24590277777777,270847.2,127.556338028169,0.9580158057283454,0.9436269472313212,0.9455364218787451,139.75240191731555,143.47582068483132
200,2022-04-21 13:13:33,20.623867187499993,270940.8,124.70238095238096,0.9365810732035579,0.9612432227821327,0.9579704301988293,139.21824844974358,143.47582068483132
207,2022-04-24 22:10:13,20.653728298611103,272001.0,127.37177938808372,0.9566296723772424,0.9626349981664164,0.9618380609148394,142.3765672793052,143.7522275241336
211,2022-04-26 21:42:57,20.859968171296305,272600.5,128.96833333333333,0.9686206399598121,0.9722474863619501,0.9717661854125792,145.59807701999975,143.7522275241336
213,2022-04-27 22:46:00,20.570428240740746,272865.7,132.0454365079365,0.9917313181330574,0.9587525247506754,0.9631289782323266,146.98876187743645,143.09391190702075
215,2022-04-28 21:01:11,20.734720775462957,273174.3,128.37569444444443,0.9641696073304536,0.9664099191723745,0.9661126184055795,144.0574536796479,143.15995280229905
217,2022-04-29 20:16:57,20.821199363425922,273469.2,127.28495370370372,0.955977565400317,0.9704405384466079,0.9685212284218427,143.44395330540988,144.20984640766173
229,2022-05-04 22:51:18,20.2187109375,275308.1,130.98200312989047,0.9837443689915557,0.9423595820013017,0.94785155355438,143.31583172730765,142.5692514443923
231,2022-05-05 21:47:56,20.48539930555554,275665.7,129.6165824915825,0.9734893352300985,0.9547894713163176,0.9572710382912814,143.68827996452535,141.93789281110028
237,2022-05-08 21:34:11,21.050591724537025,276658.3,124.55386904761905,0.9354656699684061,0.9811321245818059,0.9750719539754961,141.97482607265468,141.10704798757544
241,2022-05-10 19:31:30,20.10439091435185,277303.0,127.85887896825398,0.9602880487776663,0.9370313209879618,0.9401176069574613,139.1028751996364,140.90824970466443
243,2022-05-11 21:56:59,20.008471498842585,277603.3,127.43667081260364,0.9571170414198734,0.9325606808673065,0.9358194347092338,137.98202972852013,140.90824970466443
246,2022-05-13 22:49:19,20.50270109953703,278208.3,125.42264957264956,0.941990672861672,0.955595878381272,0.9537903984665144,139.1821983639907,140.16716223573528
247,2022-05-14 13:12:48,20.774749710648138,278302.0,125.17550505050508,0.9401344863156039,0.9682755994694848,0.9645411307394787,140.7750237590377,140.16716223573528
248,2022-05-14 23:09:40,20.258771701388888,278504.9,130.28769841269843,0.9785297720272337,0.9442267457799265,0.9487789316925681,142.83531908493092,140.16716223573528
254,2022-05-17 21:47:52,20.53749276620371,279379.0,125.32924836601308,0.9412891802223012,0.9572174585383102,0.9551036950575018,139.31786344137635,140.58261597998936
265,2022-05-24 13:17:19,20.263745659722222,281342.6,132.71691176470588,0.996774453731686,0.944458573482018,0.9514011566629605,145.54597442066103,142.09268746843375
268,2022-05-25 22:05:12,20.39184606481481,281837.7,126.78814814814812,0.9522462919727998,0.9504291145600525,0.9506702632377068,139.91964384176163,143.27175885451203
269,2022-05-26 12:36:15,20.18380931712961,282010.4,123.98391812865496,0.9311850360359989,0.9407328770899412,0.9394658300594971,135.44065373264536,143.71108056708266
270,2022-05-26 21:54:26,20.851328125,282196.9,126.74074074074072,0.9518902371792318,0.9718447885618071,0.9691967181833526,143.04574877456727,143.71108056708266
272,2022-05-27 22:07:45,20.272194733796294,282587.2,130.44805936073058,0.9797341678668386,0.9448523703930749,0.9494813621888105,143.106072167115,143.5756562312339
