group,数据采集时间,累计里程,安时容量,平均容量
0,2022-01-09 00:55:19,51362.4,119.4398148148148,127.89458173415925
1,2022-02-03 00:05:46,51509.5,122.02398989898988,127.89458173415925
2,2022-02-03 00:59:16,51509.5,122.64149305555556,127.89458173415925
3,2022-02-04 23:16:45,51627.2,127.40079365079364,127.44978720267457
4,2022-02-11 15:19:18,51676.7,119.8402777777778,127.44978720267457
6,2022-02-14 10:53:33,51872.3,135.33333333333337,126.68015156511886
7,2022-03-04 17:56:01,52015.1,130.76623015873017,126.68015156511886
8,2022-03-31 20:31:48,52215.1,131.9863745210728,126.7004143700911
9,2022-04-08 14:37:40,52313.4,123.91274305555557,126.7004143700911
13,2022-04-11 11:21:25,52510.8,123.9492424242424,126.6861890140791
14,2022-04-12 11:42:40,52595.6,128.38985788113698,126.67615557493951
15,2022-04-14 16:33:39,52680.0,131.07222222222222,126.32675687494198
17,2022-04-14 18:44:19,52680.0,123.41145833333331,126.32675687494198
18,2022-04-14 20:32:59,52680.0,140.94791666666669,126.32675687494198
20,2022-04-28 18:34:59,52915.8,127.5906007751938,126.1572935749208
21,2022-05-09 10:27:07,53095.7,130.3083333333333,126.2013020284263
22,2022-05-09 13:00:57,53095.7,120.5347530864198,126.2013020284263
24,2022-05-10 15:48:11,53237.6,127.56439393939397,126.32053071758048
25,2022-05-10 18:23:51,53237.6,122.0112433862434,126.32053071758048
27,2022-05-27 19:42:18,53451.4,134.09618055555555,126.14459052540296
28,2022-05-28 10:32:37,53553.6,129.0514571948998,126.14459052540296
29,2022-06-02 17:00:16,53680.6,127.23257080610016,126.26681477852321
30,2022-06-05 16:04:29,53847.3,135.74066840277774,126.25902234355577
32,2022-06-05 21:46:40,53847.3,134.22401234567897,126.25902234355577
33,2022-06-10 12:16:59,54036.0,124.90228342749528,126.5358481786748
34,2022-06-11 00:50:41,54036.0,119.32222222222222,126.5358481786748
36,2022-06-18 14:03:24,54222.5,125.84791666666668,126.30673933510258
37,2022-06-18 16:10:04,54222.5,119.12448830409356,126.30673933510258
39,2022-06-20 17:44:14,54349.1,115.05752314814818,126.30673933510258
40,2022-07-01 17:13:31,54583.1,127.28803571428574,126.01818283190428
44,2022-07-18 20:39:57,54825.0,127.7377358490566,126.00396964807243
45,2022-07-19 16:43:07,54875.3,122.56768162393162,126.00396964807243
48,2022-07-20 01:48:08,54875.3,129.32638888888889,126.00396964807243
50,2022-07-21 03:12:37,55066.2,126.34505208333331,126.04208743306522
51,2022-07-21 17:11:48,55166.4,120.59722222222224,126.09301214340947
52,2022-07-21 17:59:08,55166.4,115.44047619047618,126.09301214340947
55,2022-07-21 22:19:29,55166.4,114.24537037037037,126.09301214340947
56,2022-07-21 23:00:49,55166.4,123.30555555555556,126.09301214340947
60,2022-07-22 02:08:50,55166.4,137.54166666666669,126.09301214340947
61,2022-07-22 02:43:00,55166.4,134.95069444444445,126.09301214340947
65,2022-07-22 15:29:50,55265.7,119.37876157407408,125.79209002425169
67,2022-07-24 19:25:53,55420.9,123.18625356125357,125.84814570943135
68,2022-07-25 13:20:01,55523.9,143.75462962962962,125.84814570943135
69,2022-07-25 14:47:21,55523.9,123.69265873015873,125.84814570943135
70,2022-07-25 22:24:52,55523.9,112.3162037037037,125.84814570943135
71,2022-07-25 23:42:23,55523.9,129.86111111111111,125.84814570943135
73,2022-07-28 19:31:19,55718.6,128.20113636363635,126.06334778913569
75,2022-07-29 01:11:30,55718.6,123.5158088235294,126.06334778913569
76,2022-07-29 08:42:21,55718.6,132.72916666666669,126.06334778913569
80,2022-08-14 20:46:57,55895.4,129.46925505050504,126.02615547589991
81,2022-08-15 01:24:48,55895.4,117.94775985663082,126.02615547589991
83,2022-08-15 08:58:39,55895.4,135.2013888888889,126.02615547589991
84,2022-08-15 10:01:19,55895.4,113.3388888888889,126.02615547589991
86,2022-08-27 12:14:14,56096.6,137.7324074074074,126.02852891947212
87,2022-08-27 18:36:38,56096.6,121.27910756501184,126.02852891947212
88,2022-08-31 07:43:57,56338.7,125.83043842034807,126.20711294079997
89,2022-09-03 09:01:32,56560.9,126.4624183006536,125.86865738608623
90,2022-09-03 12:45:52,56560.9,136.92361111111111,125.86865738608623
94,2022-09-03 17:25:53,56560.9,114.2277777777778,125.86865738608623
96,2022-09-03 19:34:54,56560.9,114.04166666666669,125.86865738608623
97,2022-09-03 20:14:34,56560.9,112.97685185185183,125.86865738608623
98,2022-09-03 21:33:24,56560.9,134.5277777777778,125.86865738608623
99,2022-09-03 22:20:44,56560.9,125.03703703703704,125.86865738608623
102,2022-09-10 20:23:34,56714.6,130.1798611111111,125.86865738608623
103,2022-09-10 23:04:35,56714.6,124.86847643097644,125.86865738608623
104,2022-09-13 16:49:28,56919.0,124.5208333333333,126.23942561636805
106,2022-09-14 18:00:54,57009.8,124.26533996683251,126.33202075278267
107,2022-09-21 16:47:23,57235.7,135.18641493055557,126.30824845802246
108,2022-09-21 23:48:42,57235.7,119.8599116161616,126.30824845802246
110,2022-09-26 18:33:38,57435.9,126.23630952380952,126.3101526427699
111,2022-09-29 15:10:19,57645.9,131.44534050179217,126.30956112682816
113,2022-10-01 12:28:34,57773.4,133.00992063492066,126.66931460498175
114,2022-10-01 16:52:58,57784.8,119.91161616161617,126.66931460498175
115,2022-10-02 14:23:19,57853.1,126.99503968253968,126.66931460498175
116,2022-10-02 17:24:19,57853.1,122.01641081871344,126.66931460498175
117,2022-10-03 01:56:01,57853.1,132.24537037037035,126.66931460498175
119,2022-10-13 09:58:53,58028.2,130.3695652173913,126.68071282389776
120,2022-10-19 18:34:04,58171.3,138.71014492753625,126.68071282389776
121,2022-10-19 23:39:34,58171.3,120.95405092592593,126.68071282389776
122,2022-10-28 08:00:32,58380.2,121.24355842911876,126.58062251975822
123,2022-11-07 16:59:51,58577.6,137.26388888888889,126.83975245461122
124,2022-11-11 12:36:34,58747.4,137.94761208577,126.69943640031656
