group,数据采集时间,累计里程,安时容量,平均容量
0,2022-01-01 00:00:05,240147.0,126.77263374485598,125.40834349162581
2,2022-01-02 01:04:36,240470.2,127.65249433106575,125.40096406954346
3,2022-01-02 21:26:19,240532.7,125.81539351851852,125.40096406954346
4,2022-01-03 12:45:33,240670.8,123.61298309178744,125.67903674182476
6,2022-01-04 12:32:02,241013.3,125.02006172839504,125.53509395202943
7,2022-01-04 23:24:53,241241.9,125.7554347826087,125.53509395202943
9,2022-01-05 21:58:38,241584.2,124.34523809523807,125.65536585780536
10,2022-01-06 13:08:26,241752.8,123.7008744855967,125.54716188647292
13,2022-01-08 12:58:25,242214.9,122.67390661938536,125.59565839625911
14,2022-01-08 23:37:57,242395.9,126.00432449494951,125.59966062574293
15,2022-01-09 12:56:20,242566.3,128.13843351548272,125.54819745003797
16,2022-01-09 23:16:21,242757.0,125.72865853658536,125.48989095980853
17,2022-01-10 12:21:53,242898.4,124.99209595959596,125.59428402806898
18,2022-01-10 21:53:55,243083.0,129.2939814814815,125.47740961715932
21,2022-01-12 12:45:10,243479.4,123.5198948948949,125.5990784376666
23,2022-01-13 12:03:42,243855.5,127.45944444444444,125.57476840356496
24,2022-01-14 13:11:18,244118.4,123.81589834515366,125.88642578885248
25,2022-01-14 21:57:30,244317.6,124.05503144654088,125.99998288366706
26,2022-01-15 15:19:41,244435.8,125.57930107526882,125.99998288366706
27,2022-01-15 22:20:32,244562.0,127.97708333333333,126.13425248629193
28,2022-01-16 13:58:09,244726.4,125.6797052154195,126.29903086090653
30,2022-01-17 13:06:30,245059.8,124.46747076023394,126.33627191646389
31,2022-01-17 22:37:41,245270.1,127.78653846153846,126.38343744792543
32,2022-01-18 12:46:06,245413.5,125.41924119241192,126.58580130652345
33,2022-01-18 22:15:28,245629.5,126.16802832244012,126.3864249908837
36,2022-01-20 12:58:58,246138.5,124.69021739130432,126.61981026741341
37,2022-01-20 21:58:29,246368.1,129.027920751634,126.58062883998046
38,2022-01-21 12:22:11,246576.0,127.43689083820664,126.64034938655095
40,2022-01-22 12:50:00,246806.8,126.08557347670252,126.72400017137164
41,2022-01-22 22:19:47,247014.7,128.95391414141417,126.91785857459415
42,2022-01-23 08:48:03,247226.9,127.32327586206895,127.03900010550831
43,2022-01-23 12:41:54,247308.7,125.79938271604937,127.03900010550831
45,2022-01-24 11:49:18,247561.3,128.5212962962963,127.0582042753532
46,2022-01-24 21:45:56,247798.3,129.24173699015472,126.87523078346669
