group,,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH3
0,0,2022-01-01 05:43:41,21.247835648148158,130015.5,124.06970284237728,1.0,1.0,1.0
1,0,2022-01-02 00:43:29,21.09643518518519,130254.0,122.29547491039428,0.9856997486788773,0.9928745465905294,0.9865799320395705
3,0,2022-01-03 01:06:52,21.021474247685166,130559.8,123.63416666666666,0.9964895847597544,0.989346613734622,0.9956133058290231
4,0,2022-01-04 01:27:03,22.47478153935184,130880.5,121.29340277777776,0.9776230618676774,1.0577445115597277,0.9874521285148412
6,0,2022-01-05 03:11:26,20.75117332175925,131230.9,114.11917562724012,0.919798895401735,0.9766252744696755,0.9267701904709404
10,0,2022-01-07 00:26:44,21.06679398148148,131820.4,121.18903399668324,0.9767818510103651,0.9914795243306367,0.9785849188677047
11,0,2022-01-08 00:58:30,21.361276041666674,132065.4,120.59604851330204,0.9720023966407955,1.0053389152380987,0.9760920238796523
12,0,2022-01-09 01:42:24,21.276600694444436,132375.3,124.99840067340064,1.007485291007775,1.0013537871231974,1.0067330959269258
16,0,2022-01-11 02:55:39,23.05823495370372,132959.7,122.13333333333335,0.9843928899265282,1.085203939616944,0.996760096585745
19,0,2022-01-13 00:29:45,22.413264756944443,133414.6,120.97898284313725,0.975088841768513,1.054849309270606,0.9848736241694834
20,0,2022-01-14 00:23:14,22.81646267361111,133734.2,119.81372549019608,0.9656968844554407,1.073825261614336,0.9789617595872482
23,0,2022-01-15 15:56:30,16.05699508101851,134042.5,122.92483660130716,0.9907723947519678,0.7557002674019623,0.9619344291947491
27,0,2022-01-17 00:54:07,21.021935763888877,134640.9,121.89030131826742,0.9824340554206158,0.9893683343564939,0.9832847326122135
29,0,2022-01-18 01:55:16,21.070014467592596,134961.7,116.77207977207978,0.9411812642159006,0.991631092055672,0.9473703025081552
31,0,2022-01-19 00:23:52,21.12272135416666,135206.5,123.04138888888887,0.9917118044943267,0.9941116687810788,0.9920062128719747
36,0,2022-01-21 01:26:59,21.052471064814814,135798.8,124.25101010101008,1.0014613338670049,0.9908054360656554,1.000154099286535
37,0,2022-01-22 00:14:35,21.13798321759259,136036.7,119.27937158469943,0.9613899997506752,0.9948299472767647,0.9654923153499922
38,0,2022-01-22 16:04:05,20.085390624999977,136132.2,125.59413580246913,1.0122869074815835,0.9452911325935688,1.0040680604813899
39,0,2022-01-22 23:48:09,18.294481770833322,136290.3,123.47588383838384,0.9952138274664214,0.8610044841168454,0.9787494151832528
40,0,2022-01-23 23:17:37,22.42692187499999,136519.6,123.4899154589372,0.9953269221239559,1.0554920626447237,1.0027078067470816
42,0,2022-01-25 01:11:06,19.611893807870363,136738.2,122.80390211640211,0.9897976645629329,0.9230066597196983,0.9816039381568525
43,0,2022-01-26 00:29:26,21.477268518518514,136992.3,117.96554487179488,0.9508005755576173,1.0107979407488665,0.9581608779908062
45,0,2022-01-27 00:31:52,20.991581018518527,137287.7,123.3275875190259,0.9940185612897438,0.987939730244856,0.9932728279598215
47,0,2022-01-28 01:59:58,21.046882233796293,137625.5,122.83897180762852,0.9900803257640399,0.9905424054628652,0.990137012358872
49,0,2022-01-29 01:47:49,21.09479166666666,137959.6,123.44419191919192,0.9949583910587741,0.9927971966643653,0.9946932620100392
54,0,2022-01-31 00:00:43,22.82399479166665,138575.1,121.0334745762712,0.9755280443448517,1.074179750334047,0.9876303489929966
56,0,2022-02-01 00:18:24,20.257939814814804,138908.9,124.7892909356725,1.0057998695637194,0.953411921584605,0.9993730683241762
58,0,2022-02-02 00:43:30,19.521807002314805,139259.5,123.7886546184739,0.9977347554039003,0.9187668488021374,0.9880472020713158
60,0,2022-02-03 00:11:21,20.77847077546295,139552.4,123.33703703703704,0.9940947242674463,0.9779099913771163,0.9921092282628553
62,0,2022-02-04 00:17:44,21.77178096064814,139892.2,123.48454616588418,0.9952836457000586,1.0246587615405265,0.9988872995589673
65,0,2022-02-05 01:09:30,21.661535011574074,140272.4,122.77083333333331,0.989531130652468,1.019470188412436,0.9932039672674702
67,0,2022-02-06 02:51:05,22.674739583333317,140715.1,125.31772976680382,1.0100590788551502,1.0671552603669314,1.0170634725042276
68,0,2022-02-06 15:57:58,20.70327690972223,140832.1,122.04840067340068,0.9837083339230325,0.9743710960756896,0.9825628687142188
69,0,2022-02-07 03:20:10,22.671982060185186,141120.8,125.9308192686357,1.0150005713209682,1.0670254813534925,1.0213828361200676
70,0,2022-02-07 18:45:06,21.293567997685187,141286.9,122.64115497076024,0.9884859249366308,1.0021523297852228,0.9901624797743207
71,0,2022-02-08 04:21:28,22.645849247685174,141541.3,122.70701058201058,0.9890167202052711,1.065795576673658,0.9984357272280019
73,0,2022-02-09 02:39:46,21.664526909722223,141871.1,122.27911324786326,0.9855678739168994,1.019610997961121,0.9897441854588698
76,0,2022-02-10 02:53:49,22.67334924768518,142279.0,125.84252738654148,1.014288940035719,1.0670898261424224,1.0207663993249207
79,0,2022-02-11 01:30:43,19.684013310185186,142633.7,123.43467078189305,0.9948816508306544,0.9264008643581886,0.9864806269241331
80,0,2022-02-11 18:22:31,19.953254484953693,142750.4,118.08760288065842,0.9517843613334133,0.9390723279004988,0.9502248860079751
81,0,2022-02-12 00:46:13,22.313706597222218,142935.6,124.44178486997636,1.0029989757295685,1.0501637421676384,1.008785012234144
85,0,2022-02-14 00:14:31,21.773081597222205,143473.7,123.98315118397086,0.9993023948923584,1.0247199742021642,1.0024205496687122
88,0,2022-02-15 16:33:38,20.94125723379628,143879.3,121.7667624521073,0.9814383339565524,0.9855713109123847,0.9819453555607072
89,0,2022-02-16 00:53:53,22.242773437499977,144123.5,124.29040404040404,1.001778848445435,1.0468253711026108,1.007305024957744
92,0,2022-02-17 00:06:53,22.147796585648152,144402.7,122.3289930555556,0.9859699044412709,1.0423554169188254,0.9928871152781507
95,0,2022-02-19 00:06:39,19.932777199074092,144836.1,120.92440476190478,0.9746489432277564,0.9381085927597205,0.9701662792040588
98,0,2022-02-20 02:00:29,21.40913628472222,145123.7,118.4822796934866,0.9549654507032297,1.0075913913889916,0.9614214481965122
100,0,2022-02-21 01:06:23,21.920221354166657,145384.3,122.3927777777778,0.9864840083744706,1.031644903375234,0.9920242157535704
101,0,2022-02-21 23:38:59,18.564270833333325,145630.3,124.3623538011696,1.0023587624705133,0.8737017332375349,0.9865754919503529
103,0,2022-02-23 00:08:42,21.81968171296296,145927.3,124.69621031746031,1.0050496411350236,1.0269131442036847,1.0077317921648452
105,0,2022-02-24 00:30:53,18.446417824074064,146211.8,124.24463937621834,1.001409985917862,0.8681551443420427,0.9850626691388954
107,0,2022-02-24 23:30:42,21.47366319444444,146429.0,122.42127976190476,0.9867137339519001,1.0106282611573176,0.989647498663359
109,0,2022-02-25 23:44:28,18.635432581018524,146637.5,120.19991582491582,0.9688095729351607,0.8770508624789125,0.957552880950695
111,0,2022-02-27 00:48:44,22.14129774305556,146958.5,124.47867063492062,1.003296274458422,1.0420495578798057,1.0080504146669336
112,0,2022-02-28 00:50:45,21.30425636574073,147270.4,121.7545731707317,0.9813400885259893,1.0026553630462354,0.9839549844704254
113,0,2022-03-01 00:42:18,22.00533275462962,147586.3,124.31638071895424,1.0019882200966528,1.0356505537328684,1.0061178173777945
114,0,2022-03-02 00:20:47,20.95765914351853,147878.8,122.65384615384616,0.9885882156876777,0.9863432441103752,0.9883128090975686
115,0,2022-03-03 00:45:31,21.20765625,148209.1,124.28703703703704,1.0017517104472786,0.9981090121924178,1.0013048348096043
116,0,2022-03-03 15:08:32,13.54014756944445,148293.4,121.78801169590643,0.9816096025524491,0.6372483199541565,0.9393643609801756
118,0,2022-03-05 00:01:08,21.34291956018519,148589.5,124.6798433048433,1.0049177232514304,1.004474992823343,1.0048634103689111
119,0,2022-03-06 00:57:59,21.571620370370365,148896.2,127.49562198067632,1.027612858415978,1.0152384801719994,1.0260948056480268
121,0,2022-03-07 01:57:46,21.688412905092573,149292.0,128.18086419753087,1.0331359007152339,1.0207351592999927,1.031614613790033
122,0,2022-03-07 17:21:07,20.426731770833324,149382.5,120.3181216931217,0.9697623105132949,0.9613558815630996,0.968731034235423
123,0,2022-03-08 00:07:28,21.89936776620368,149520.3,123.27182539682542,0.9935691193960099,1.0306634580973102,0.9981197450864949
125,0,2022-03-09 00:22:11,21.933651620370366,149798.2,124.35207231040565,1.0022758938045262,1.0322769802806706,1.005956339922198
126,0,2022-03-10 00:18:00,21.31325231481481,150076.7,125.43740981240984,1.011023698281684,1.0030787449484229,1.010049034491633
127,0,2022-03-11 01:29:24,21.512081886574084,150478.1,126.86278998778997,1.0225122417594659,1.012436383771114,1.0212761647778896
129,0,2022-03-12 01:42:58,21.407624421296276,150827.9,125.91251803751804,1.014853063664398,1.0075202376276873,1.0139534938724895
