group,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH,加权容量,平均容量
0,2022-01-01 05:43:41,21.247835648148158,130015.5,124.06970284237728,0.9710909233844698,0.952232456565206,0.9637664374343519,140.052166367743,136.92406476156017
1,2022-01-02 00:43:29,21.09643518518519,130254.0,122.29547491039428,0.9572040791244109,0.9454473685609649,0.952637861617609,136.60056260671726,136.92406476156017
3,2022-01-03 01:06:52,21.021474247685166,130559.8,123.63416666666666,0.9676819910073569,0.9420879563909871,0.9577414614430477,138.54270493529205,136.92406476156017
10,2022-01-07 00:26:44,21.06679398148148,131820.4,121.18903399668324,0.948543989642847,0.9441189830874642,0.9468253505480202,134.69142419292467,136.92406476156017
11,2022-01-08 00:58:30,21.361276041666674,132065.4,120.59604851330204,0.9439027048858278,0.9573163449377743,0.9491124612802375,134.73346570512385,136.92406476156017
27,2022-01-17 00:54:07,21.021935763888877,134640.9,121.89030131826742,0.9540327940427552,0.9421086394721103,0.9494015425493672,135.68109833498008,137.75621403633394
31,2022-01-19 00:23:52,21.12272135416666,135206.5,123.04138888888887,0.9630423319576745,0.9466253964635432,0.9566661183172354,137.91691974688194,137.7047118314346
36,2022-01-21 01:26:59,21.052471064814814,135798.8,124.25101010101008,0.9725100114387526,0.9434770943629592,0.9612338459237826,139.67062402713978,137.83459095243134
45,2022-01-27 00:31:52,20.991581018518527,137287.7,123.3275875190259,0.9652824025441595,0.9407482762694263,0.9557535333672579,137.93355526238287,138.08954842942504
47,2022-01-28 01:59:58,21.046882233796293,137625.5,122.83897180762852,0.9614580177709982,0.9432266280859125,0.954377083839342,137.3213617857882,138.08954842942504
49,2022-01-29 01:47:49,21.09479166666666,137959.6,123.44419191919192,0.9661950627023914,0.9453737134507586,0.9581082080541492,138.48398655741505,138.32690553931204
60,2022-02-03 00:11:21,20.77847077546295,139552.4,123.33703703703704,0.9653563637205043,0.9311976333886909,0.9520893710859989,137.21084319694245,137.69046113535458
65,2022-02-05 01:09:30,21.661535011574074,140272.4,122.77083333333331,0.9609246993829836,0.9707726019069672,0.9647495502770854,139.34106240620375,137.7114620057776
68,2022-02-06 15:57:58,20.70327690972223,140832.1,122.04840067340068,0.955270234330316,0.9278277824222863,0.9446117934632232,134.8449181816775,138.70114805540547
70,2022-02-07 18:45:06,21.293567997685187,141286.9,122.64115497076024,0.9599097095992646,0.9542819748439273,0.9577239399637207,137.8497299789262,139.13628991792137
73,2022-02-09 02:39:46,21.664526909722223,141871.1,122.27911324786326,0.9570760167400305,0.9709066853294195,0.9624477438658134,138.53823171350066,139.23029571246968
81,2022-02-12 00:46:13,22.313706597222218,142935.6,124.44178486997636,0.9740032014949042,1.0,0.9841001615088601,144.42210285518226,139.60404980001854
85,2022-02-14 00:14:31,21.773081597222205,143473.7,123.98315118397086,0.9704134853963324,0.9757716183259614,0.9724945437208534,141.74714109301684,140.52182237017723
88,2022-02-15 16:33:38,20.94125723379628,143879.3,121.7667624521073,0.9530658579667842,0.9384929905102906,0.9474058664117451,135.20241503442787,140.85583391908364
89,2022-02-16 00:53:53,22.242773437499977,144123.5,124.29040404040404,0.9728183469639085,0.9968210947198225,0.9821408327411102,143.91621695234954,140.55087990337083
92,2022-02-17 00:06:53,22.147796585648152,144402.7,122.3289930555556,0.9574664249331712,0.9925646592666626,0.971098313819653,140.3011668066497,140.8024609271046
100,2022-02-21 01:06:23,21.920221354166657,145384.3,122.3927777777778,0.9579656665963777,0.9823657606439736,0.9674424786694893,139.6145255844362,140.546321574688
103,2022-02-23 00:08:42,21.81968171296296,145927.3,124.69621031746031,0.9759945840570402,0.9778600259841743,0.9767191075995425,143.10487131310595,140.20052296074894
107,2022-02-24 23:30:42,21.47366319444444,146429.0,122.42127976190476,0.9581887510194887,0.9623530317960552,0.9598061261928061,138.11124777766835,140.62333890077662
111,2022-02-27 00:48:44,22.14129774305556,146958.5,124.47867063492062,0.9742919055920275,0.9922734103625741,0.9812757861119068,143.8746247298015,140.29326046106038
112,2022-02-28 00:50:45,21.30425636574073,147270.4,121.7545731707317,0.9529704527209003,0.9547609794417952,0.9536658797636284,136.43032452785494,140.36423147424597
113,2022-03-01 00:42:18,22.00533275462962,147586.3,124.31638071895424,0.97302166587402,0.9861800709241653,0.9781322909232049,143.12199281172533,140.761071339752
114,2022-03-02 00:20:47,20.95765914351853,147878.8,122.65384615384616,0.9600090432191525,0.9392280503557172,0.9519378626870081,136.70922941003727,140.761071339752
115,2022-03-03 00:45:31,21.20765625,148209.1,124.28703703703704,0.9727919935002199,0.9504317965998572,0.9641074620582852,140.27251948791388,140.86530277205344
118,2022-03-05 00:01:08,21.34291956018519,148589.5,124.6798433048433,0.9758664797976506,0.9564936899744896,0.9683422346808956,141.4000085070002,140.91863734459588
