group,,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH3
0,0,2021-01-18 23:33:41,21.07189076967592,193874.4,134.25633680555555,1.0,1.0,1.0
1,0,2021-04-22 13:30:09,21.30880208333333,223372.8,134.57934782608694,1.002405927557812,1.0112430021703767,1.002405927557812
2,0,2021-04-23 01:35:08,21.45356119791666,223634.1,134.7584280303031,1.003739795354872,1.0181127755649717,1.003739795354872
3,0,2021-04-23 17:50:56,18.593533854166676,223694.6,124.20390946502056,0.9251251182646671,0.8823856414880532,0.9251251182646671
5,0,2021-07-05 14:10:12,17.26751924189815,253670.4,126.8023148148148,0.9444791793959308,0.8194575147830324,0.9444791793959308
8,0,2021-07-19 00:03:44,45.59453559027778,259855.8,143.30865839243498,1.06742565604177,2.163761006956805,1.06742565604177
9,0,2021-07-29 13:52:20,17.393185763888884,265016.0,132.74555555555557,0.9887470395368522,0.8254212189121168,0.9887470395368522
10,0,2021-07-30 00:10:55,21.385396412037025,265277.7,133.15972222222223,0.9918319342727073,1.014877907530361,0.9918319342727073
11,0,2022-01-01 00:31:13,20.881931423611103,335741.1,136.18957617411226,1.0143996135642865,0.9909851779253628,1.0143996135642865
15,0,2022-01-04 00:03:40,21.113629918981477,336397.8,136.92957351290687,1.0199114378580356,1.0019807975355313,1.0199114378580356
16,0,2022-01-04 13:21:46,20.461630497685196,336603.6,129.2392605633803,0.9626306186989034,0.9710391308183441,0.9626306186989034
17,0,2022-01-05 00:46:32,20.8349855324074,336875.9,134.40427234299517,1.0011018886777305,0.9887572861942961,1.0011018886777305
18,0,2022-01-05 14:15:50,20.986077835648143,337135.6,131.4952614379085,0.9794343013272743,0.9959276111021195,0.9794343013272743
19,0,2022-01-06 00:02:55,21.173221932870362,337391.1,134.0766374269006,0.9986615203205252,1.004808831077478,0.9986615203205252
20,0,2022-01-06 14:27:23,20.722860243055546,337630.5,129.19499269005846,0.9623008921893387,0.9834362027387378,0.9623008921893387
21,0,2022-01-07 00:33:54,21.544633969907395,337927.0,133.80676900584797,0.9966514221197715,1.0224347784163625,0.9966514221197715
22,0,2022-01-07 14:20:56,21.097214988425918,338178.3,130.43808567603747,0.9715599932162005,1.0012018009692059,0.9715599932162005
23,0,2022-01-08 01:12:08,20.99287471064815,338477.4,133.0929951690821,0.9913349219548695,0.9962501675862195,0.9913349219548695
24,0,2022-01-08 14:35:07,21.034205729166658,338793.1,133.56063321385903,0.9948180949350338,0.998211596627888,0.9948180949350338
25,0,2022-01-09 00:06:43,21.13008680555554,339075.5,136.31819444444443,1.0153576187757534,1.0027617851912638,1.0153576187757534
26,0,2022-01-09 14:09:21,21.808741319444437,339356.0,133.6583924349882,0.9955462484319578,1.0349684116068454,0.9955462484319578
27,0,2022-01-10 00:04:09,21.320458622685166,339630.1,134.54521276595744,1.0021516746790156,1.0117961817345291,1.0021516746790156
28,0,2022-01-10 13:13:11,21.30095341435185,339852.0,128.8075396825397,0.95941497248724,1.0108705311345656,0.95941497248724
29,0,2022-01-11 00:07:59,21.55203125000001,340131.6,133.92587868480723,0.9975386031779869,1.0227858280764746,0.9975386031779869
31,0,2022-01-12 00:01:39,21.4707103587963,340647.4,136.0750425170068,1.0135465167211086,1.0189266161959376,1.0135465167211086
32,0,2022-01-12 14:10:16,21.3453833912037,340843.2,127.71738215488216,0.9512950017387722,1.0129790261594065,0.9512950017387722
33,0,2022-01-13 00:24:48,21.416375868055557,341113.3,129.67899061032864,0.9659059206877042,1.0163480867542924,0.9659059206877042
34,0,2022-01-13 13:47:45,20.694829282407394,341413.6,129.57111780455156,0.9651024367826331,0.9821059490394118,0.9651024367826331
38,0,2022-01-14 14:07:01,20.988000578703687,342012.5,123.0542005420054,0.9165615826404211,0.9960188579236108,0.9165615826404211
39,0,2022-01-14 23:48:02,21.24592158564815,342310.4,133.6745421245421,0.9956665383932227,1.0082589084137943,0.9956665383932227
40,0,2022-01-15 13:52:47,21.07916956018519,342597.6,132.10864197530864,0.9840030282268357,1.0003454265489902,0.9840030282268357
41,0,2022-01-16 00:01:19,20.829930555555556,342861.2,134.48203502415458,1.001681099186595,0.9885173942497574,1.001681099186595
