group,,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH3
0,0,2022-01-02 10:20:06,15.087813946759242,23590.4,122.3037294238683,1.0,1.0,1.0
11,0,2022-01-19 15:59:55,16.365441550925905,24246.2,128.84729797979796,1.0535026085202324,1.0846794379010147,1.0846794379010147
16,0,2022-02-01 17:05:30,15.974307870370344,24614.8,122.17349999999996,0.9989351966249778,1.0587556240247458,1.0587556240247458
18,0,2022-02-04 20:28:40,15.891046006944428,24792.3,121.04456845238094,0.9897046396097744,1.0532371397884128,1.0532371397884128
22,0,2022-02-12 01:27:17,16.205460069444428,24926.1,134.76388888888889,1.1018788186077089,1.0740760806455496,1.0740760806455496
25,0,2022-02-13 18:42:50,16.020406539351825,25135.7,126.68963675213672,1.03586078158801,1.0618109817554382,1.0618109817554382
33,0,2022-03-03 12:12:54,16.141481481481474,25679.2,123.5041928721174,1.009815427983301,1.0698356659513655,1.0698356659513655
36,0,2022-03-09 21:04:21,16.07213252314813,25874.3,130.33188657407408,1.0656411475596346,1.0652393103376194,1.0652393103376194
38,0,2022-03-16 21:10:45,16.183412037037016,26159.2,128.72646604938268,1.052514642486944,1.072614766734521,1.072614766734521
40,0,2022-03-29 22:18:55,16.062550202546273,26368.4,128.01354166666664,1.046685512123754,1.0646042070260548,1.0646042070260548
42,0,2022-04-02 22:29:14,16.209380787037023,26517.6,126.66463414634148,1.0356563511433048,1.0743359405302506,1.0743359405302506
54,0,2022-05-05 17:17:40,16.200682436342568,27482.7,131.22368827160494,1.0729328442375026,1.0737594255543137,1.0737594255543137
57,0,2022-05-14 09:42:13,16.076793981481476,27738.8,132.56215932914046,1.083876672883126,1.065548265521571,1.065548265521571
67,0,2022-06-20 10:00:14,16.23087210648146,28596.3,137.67478070175437,1.1256793341486309,1.075760356255436,1.075760356255436
