group,数据采集时间,部分区域容量,累计里程,安时容量,result_svm_partial,result_svm_Ah,SOH1,SOH2,SOH3
18,2022-01-08 02:30:20,19.173337673611094,37811.8,131.4224318658281,1.0,1,0.9069415960949422,0.9227875114420511,0.9198338935745409
21,2022-01-09 01:54:50,19.333492476851838,38282.0,129.14143990929708,1.0,1,0.8912005505491715,0.9304955513693625,0.9231711138733917
25,2022-01-10 02:23:22,19.555972222222238,38864.7,134.48025173611111,1.0,1,0.928043503846555,0.9412032087460526,0.9387502902070545
36,2022-01-15 02:00:19,20.677871817129617,40781.1,132.49590163934425,1.0,1,0.9143495733780469,0.9951987599065221,0.980128781513148
44,2022-01-18 11:00:04,20.681812789351834,41802.0,129.93950617283951,1.0,1,0.8967079778625364,0.99538843371353,0.9769947750834705
46,2022-01-19 02:18:51,20.591087962962956,42053.2,138.06657088122606,1.0,1,0.9527925665704667,0.9910219672070422,0.9838961534997895
58,2022-01-22 23:57:57,19.1651591435185,43438.2,135.41594112769485,1.0,1,0.9345006635429942,0.9223938895510756,0.9246505458058348
64,2022-01-24 23:34:40,20.536853298611117,44348.5,136.38049242424242,1.0,1,0.941156998234011,0.9884117241808626,0.9796036244388442
73,2022-01-27 09:55:52,19.63584780092592,45629.7,129.44532585470083,1.0,1,0.8932976568075358,0.945047515238313,0.9354015400356149
76,2022-01-28 01:45:52,19.81314959490739,45990.0,134.76529790660226,1.0,1,0.9300105974785607,0.9535808172657194,0.9491874186655436
80,2022-01-29 13:16:48,20.674648437499993,46593.4,132.57617845117846,1.0,1,0.9149035608429011,0.9950436228866933,0.980105822578483
93,2022-02-04 14:36:30,20.49636574074074,48400.2,135.02560763888889,1.0,1,0.9318069858175021,0.9864631112993927,0.976275419060986
101,2022-02-06 23:08:11,20.659230324074063,49517.9,136.34291187739464,1.0,1,0.9408976561973712,0.9943015693766764,0.9843472847104935
104,2022-02-08 07:00:39,18.65208333333332,49798.1,129.29793906810036,1.0,1,0.8922805457589502,0.8977002259792116,0.8966900183651922
106,2022-02-12 12:00:40,20.693388310185192,51783.0,138.92857142857147,1.0,1,0.9587412021355299,0.9959455482986531,0.9890108008151963
122,2022-02-18 01:26:01,20.72042824074075,53773.1,138.3409645909646,1.0,1,0.9546861479441758,0.9972469445736101,0.9893137752598475
123,2022-02-18 12:46:55,20.629335937499988,53929.3,132.37823183760685,1.0,1,0.9135375382004537,0.9928627918898153,0.9780768687348982
127,2022-02-20 00:55:34,20.619477719907376,54626.7,139.39828431372547,1.0,1,0.9619826742930596,0.9923883288498166,0.9867208314156236
139,2022-02-26 01:15:57,19.311164641203707,56461.1,136.18776276276276,1.0,1,0.9398269775951017,0.9294209420215084,0.9313605871557176
149,2022-03-01 01:56:52,20.62682725694444,57735.9,129.92251461988303,1.0,1,0.8965907197511188,0.9927420523959273,0.97481981263485
153,2022-03-08 00:05:02,20.448091724537033,58256.2,125.84206349206347,1.0,1,0.868431669533343,0.9841397464247813,0.9625722045166298
155,2022-03-09 01:07:26,19.20621672453703,58612.9,134.8037211740042,1.0,1,0.9302757551002085,0.924369936896555,0.925470758766827
157,2022-03-09 23:43:56,19.076236979166655,58933.5,131.65823412698413,1.0,1,0.9085688592345711,0.9181141827962513,0.9163349710810955
159,2022-03-11 01:35:36,19.22515509259257,59212.0,134.62450980392157,1.0,1,0.9290390237164289,0.9252814156294831,0.9259818193702318
162,2022-03-12 01:07:11,19.30746238425927,59642.9,136.5539617486339,1.0,1,0.9423541039617283,0.9292427572666873,0.9316866620217799
171,2022-03-15 01:54:25,20.330896990740722,61052.4,129.7792929292929,1.0,1,0.8956023518841184,0.9784993181073446,0.96304764143005
174,2022-03-16 17:16:13,20.66766203703703,61577.3,132.5946502057613,1.0,1,0.9150310337738627,0.9947073766260317,0.979856011797242
181,2022-03-19 13:00:27,20.687418981481493,62633.9,136.7061111111111,1.0,1,0.9434040813795164,0.9956582523633687,0.9859182752343103
183,2022-03-20 14:29:08,19.48573350694443,63089.8,132.28075396825395,1.0,1,0.912864846840541,0.9378227118090325,0.9331706614672837
191,2022-03-23 12:49:36,19.66976938657406,64107.1,125.43655753968252,1.0,1,0.865633287168498,0.9466801165170929,0.9315732982598105
195,2022-03-24 23:22:44,20.668699363425922,64916.2,136.63970588235293,1.0,1,0.9429458212232861,0.9947573017800792,0.9850998404493507
201,2022-03-27 12:06:57,19.41527199074073,65572.2,125.9180216802168,1.0,1,0.8689558543275384,0.9344314917566399,0.9222270839732488
217,2022-04-03 02:00:33,20.356335358796276,68083.7,129.25599747474746,1.0,1,0.8919911082932284,0.9797236332867221,0.9633706269941671
220,2022-04-04 14:16:29,20.085762442129635,68720.6,129.92168209876544,1.0,1,0.8965849745520653,0.9667013148628374,0.9536318978547437
221,2022-04-05 00:47:05,20.627417534722202,68916.0,133.25081699346407,1.0,1,0.9195592177778781,0.992770461688606,0.9791241665153314
223,2022-04-06 00:43:26,20.152924479166664,69326.9,138.4272423025435,1.0,1,0.9552815474078433,0.9699337353248251,0.9672026236735434
224,2022-04-06 14:40:31,20.68664641203703,69521.6,129.74974279835388,1.0,1,0.8953984274662078,0.9956210696126548,0.9769399533698604
229,2022-04-09 00:16:49,20.044505208333334,70226.0,131.4804526748971,1.0,1,0.9073419956647621,0.9647156584918931,0.9540214277113636
231,2022-04-10 00:47:53,20.4198365162037,70631.9,128.4255319148936,1.0,1,0.8862600945715778,0.9827798604296016,0.9647889461301529
238,2022-04-13 14:46:06,20.39950665509259,71851.0,131.93547453703704,1.0,1,0.910482085587376,0.9818014109670179,0.9685077621543279
239,2022-04-14 01:03:31,20.623136574074074,72095.2,138.18570788530465,1.0,1,0.9536147268599926,0.9925644246860603,0.9853043503443035
241,2022-04-14 15:30:31,20.22025318287039,72307.7,126.5601851851852,1.0,1,0.8733874021682035,0.973174177234159,0.954574304944055
242,2022-04-15 00:50:21,20.49129629629628,72497.8,135.6527777777778,1.0,1,0.9361350649643536,0.9862191256093198,0.9768836487272333
244,2022-04-15 23:50:21,20.3618287037037,72861.5,132.41312636165574,1.0,1,0.9137783440879006,0.9799880207482538,0.9676467908664615
245,2022-04-16 13:50:06,20.559985532407396,73002.2,128.00599747474746,1.0,1,0.8833649021043483,0.9895250481530546,0.9697372039472507
246,2022-04-17 01:36:40,20.687258391203688,73170.7,128.95991161616163,1.0,1,0.88994783016061,0.9956505233646237,0.9759479466151977
247,2022-04-17 12:52:04,20.549651331018527,73343.5,131.62500000000003,1.0,1,0.9083395116890733,0.989027676639304,0.9739877120507584
249,2022-04-17 23:32:45,20.253297164351853,73561.5,128.68529810298105,1.0,1,0.8880527319310513,0.9747645405792632,0.9586017919000456
250,2022-04-18 14:48:54,20.42616030092592,73744.6,131.54166666666669,1.0,1,0.9077644312764812,0.9830842158666179,0.96904489679484
251,2022-04-18 23:13:48,20.358514178240743,73912.6,129.65629629629632,1.0,1,0.8947535564307053,0.9798284969994082,0.9639708542544638
253,2022-04-20 00:30:53,19.375458622685198,74308.4,136.4710922787194,1.0,1,0.9417822246543317,0.932515326743771,0.9342426409850413
256,2022-04-21 16:12:14,19.92387152777776,74886.2,128.80357142857142,1.0,1,0.8888689320056009,0.9589097181923497,0.9458543841832996
