group,数据采集时间,部分区域容量,累计里程,安时容量,SOH1,SOH2,SOH,加权容量,平均容量
0,2021-01-18 23:33:41,21.07189076967592,193874.4,134.25633680555555,0.9836286189224664,0.9676755992242332,0.9834551970833806,152.75835266261146,152.75835266261146
1,2021-04-22 13:30:09,21.30880208333333,223372.8,134.57934782608694,0.9859951581233847,0.9785551780865318,0.9859142797038026,153.69235303230448,153.9589997723456
2,2021-04-23 01:35:08,21.45356119791666,223634.1,134.758428030303,0.9873071886624312,0.9852028901726811,0.9872843132870489,154.22564651238673,153.9589997723456
9,2021-07-29 13:52:20,17.393185763888884,265016.0,132.74555555555557,0.9725598849633111,0.7987399726231796,0.9706703261563902,145.73522100525503,148.25971891018168
10,2021-07-30 00:10:55,21.385396412037025,265277.7,133.15972222222223,0.9755942757118615,0.9820725873088779,0.9756647000410843,150.78421681510835,148.25971891018168
11,2022-01-01 00:31:13,20.881931423611103,335741.1,136.18957617411226,0.9977924909257229,0.9589521758712588,0.9973702662312867,156.6584513500909,150.7404837801563
17,2022-01-05 00:46:32,20.8349855324074,336875.9,134.40427234299517,0.9847124681607488,0.9567962994053921,0.9844089975064548,152.8189222187711,150.74123344702372
18,2022-01-05 14:15:50,20.986077835648143,337135.6,131.4952614379085,0.9633996091398376,0.9637348478572025,0.9634032534476864,146.90101834620495,151.10264693827412
19,2022-01-06 00:02:55,21.173221932870362,337391.1,134.0766374269006,0.9823120520038888,0.9723289877186999,0.9822035282635061,152.4869596255801,151.10264693827412
22,2022-01-07 14:20:56,21.097214988425918,338178.3,130.43808567603747,0.9556542143275721,0.9688385526972577,0.9557975384286171,144.8370673601345,151.84386576088627
23,2022-01-08 01:12:08,20.99287471064815,338477.4,133.0929951690821,0.9751054001720794,0.9640469778962377,0.9749851864467319,150.23144057349566,150.1333496564296
24,2022-01-08 14:35:07,21.034205729166658,338793.1,133.56063321385903,0.9785315488000264,0.9659450049194701,0.9783947231940413,151.25477465488905,149.54026970824657
27,2022-01-10 00:04:09,21.320458622685166,339630.1,134.54521276595744,0.9857450677153569,0.9790904764527516,0.9856727270878797,153.63254137702668,148.6157811728133
29,2022-01-11 00:07:59,21.55203125000001,340131.6,133.92587868480723,0.9812075185658095,0.9897248890619561,0.9813001090648847,152.57048997620666,148.67026578922136
