group,数据采集时间,部分区域容量,累计里程,安时容量,result_svm_partial,result_svm_Ah,SOH1,SOH2,SOH3
11,2022-01-06 20:44:07,20.765050636574067,241872.0,119.55864197530862,1.0,1,0.8651840157847269,0.9822281535239633,0.9479321259512137
31,2022-01-17 22:37:41,21.052369791666667,245270.1,127.78653846153846,1.0,1,0.9247250444030306,0.9958189204389064,0.974987142104034
43,2022-01-23 12:41:54,20.130736400462954,247308.7,125.79938271604937,1.0,1,0.9103450267023695,0.9522238298267216,0.9399525908359536
45,2022-01-24 11:49:18,20.35477864583333,247561.3,128.5212962962963,1.0,1,0.9300421065877648,0.9628214731858912,0.953216531986946
49,2022-01-25 22:04:36,20.918621238425924,248187.2,127.29525089605734,1.0,1,0.9211698505518339,0.9894923481234618,0.9694726332892504
62,2022-02-03 15:12:26,20.871613136574062,249925.5,124.90916666666666,1.0,1,0.903902993873994,0.9872687715047129,0.9628411063223976
76,2022-02-12 22:04:03,20.517157118055554,252137.3,121.1761982570806,1.0,1,0.8768894334483895,0.9705022975544076,0.9430720526010306
82,2022-02-15 22:16:09,20.696886574074068,253254.5,127.72612847222224,1.0,1,0.9242878885748396,0.9790038579314382,0.962971099435627
83,2022-02-16 13:27:08,20.932881944444443,253433.9,125.86915204678364,1.0,1,0.9108499112405843,0.9901669078529645,0.9669256079865297
88,2022-02-18 23:29:39,21.043315972222203,254347.8,130.60157295850067,1.0,1,0.9450959921690424,0.9953906567900034,0.9806534197278141
99,2022-02-24 12:42:30,20.38557002314813,255652.7,124.3276909722222,1.0,1,0.8996951552093111,0.9642779665127653,0.9453540466995096
102,2022-02-25 21:52:33,21.107576678240722,256224.9,124.50318761384332,1.0,1,0.9009651335784686,0.9984303158653125,0.9698712727243409
103,2022-02-26 13:03:03,21.066950231481474,256330.3,124.63541666666669,1.0,1,0.9019220068001363,0.9965086042122578,0.9687930379693255
115,2022-03-04 13:36:54,20.614283854166654,258259.9,127.02146464646464,1.0,1,0.9191886011584343,0.9750965851551411,0.9587145450314423
121,2022-03-07 12:43:36,21.052037037037035,259183.3,127.1949494949495,1.0,1,0.920444021221845,0.9958031804837693,0.9737215978105365
122,2022-03-07 20:01:28,20.49840856481482,259356.7,122.98986486486488,1.0,1,0.8900140000467751,0.9696154537343181,0.946290802852775
128,2022-03-10 12:49:53,20.976261574074062,260052.2,122.7037037037037,1.0,1,0.8879431998228466,0.9922188505261311,0.9616642182244793
129,2022-03-10 21:24:54,19.990205439814815,260241.4,124.47265625000004,1.0,1,0.9007441938994887,0.9455764361648324,0.9324397866360368
130,2022-03-11 12:24:37,20.70012008101851,260352.7,124.20545977011491,1.0,1,0.8988106312590038,0.9791568092346175,0.955613940805309
136,2022-03-15 12:13:18,20.818956886574068,261387.5,126.8318853427896,1.0,1,0.9178167138523112,0.9847780262561608,0.9651571630427778
140,2022-03-20 13:09:52,21.04691869212962,262114.6,122.8520202020202,1.0,1,0.889016489561677,0.9955610725999264,0.9643416025078162
144,2022-03-22 22:45:55,21.111934317129634,262745.4,130.83347800925927,1.0,1,0.9467741690016089,0.9986364408430211,0.9834398668033948
153,2022-03-27 12:25:00,20.572666377314828,263972.4,122.30452674897116,1.0,1,0.8850545627908574,0.9731279958096137,0.9473209033265408
161,2022-03-31 21:55:19,20.567151331018504,265148.1,125.55596405228756,1.0,1,0.9085835318112359,0.9728671231618632,0.9540308801511428
163,2022-04-01 20:23:51,20.788045428240743,265427.3,124.0972222222222,1.0,1,0.8980273721419937,0.9833158528585194,0.9583248012536227
167,2022-04-03 23:06:01,20.370662615740745,266095.0,130.36320395738204,1.0,1,0.9433710390730629,0.9635728165226278,0.9576533340964989
168,2022-04-04 12:50:19,20.845332754629638,266202.7,123.76944444444442,1.0,1,0.8956554140018089,0.9860256572218269,0.9595455582344272
170,2022-04-05 21:23:02,21.05292824074074,266463.5,122.15017361111111,1.0,1,0.8839375890158433,0.9958453361897016,0.9630543629994882
176,2022-04-08 12:51:19,20.333145254629624,267234.5,127.76707175925928,1.0,1,0.9245841739534025,0.9617981707982219,0.9508938035523748
178,2022-04-09 12:45:23,20.782896412037022,267483.1,121.24935400516794,1.0,1,0.8774188237363875,0.9830722941614202,0.9521139360168505
181,2022-04-10 21:10:25,21.099184027777767,267914.7,136.4258701472557,1.0,1,0.9872434166265018,0.9980333268229222,0.9948716899844471
189,2022-04-14 22:00:40,20.932947048611112,269131.1,133.8570536828964,1.0,1,0.9686542213351461,0.9901699874094044,0.9838654827944395
196,2022-04-18 22:43:56,21.140760995370375,270197.8,129.85716966966967,1.0,1,0.9397091308250739,1.0,0.982333696060754
199,2022-04-20 22:20:27,20.24590277777777,270847.2,127.556338028169,1.0,1,0.9230592030043042,0.9576714282996448,0.9475294266922863
200,2022-04-21 13:13:33,20.623867187499993,270940.8,124.70238095238096,1.0,1,0.90240659267926,0.9755498958630876,0.954117598686929
203,2022-04-22 23:28:33,21.074609664351847,271388.2,132.91573488045006,1.0,1,0.961842384330487,0.9968709106056771,0.9866069253589902
207,2022-04-24 22:10:13,20.653728298611103,272001.0,127.37177938808372,1.0,1,0.921723647642194,0.9769623857501664,0.9607764466520834
215,2022-04-28 21:01:11,20.734720775462957,273174.3,128.37569444444443,1.0,1,0.9289884613404651,0.9807934908305176,0.965613689824539
217,2022-04-29 20:16:57,20.821199363425922,273469.2,127.28495370370372,1.0,1,0.9210953350999633,0.984884099866867,0.9661928499031023
229,2022-05-04 22:51:18,20.2187109375,275308.1,130.98200312989047,1.0,1,0.9478489684321608,0.9563852002266003,0.9538839315031575
233,2022-05-06 22:11:57,20.65878761574073,276132.6,133.41543209876542,1.0,1,0.9654584344869268,0.9772017015028366,0.9737607140501452
