cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,group,use_state,累计里程,cellCapacity
-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,0,1,69846.2,148.65277777777777
-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,-4.910909090909091,0,1,69846.2,148.65277777777777
0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0.21033861551292726,0,1,69846.2,148.65277777777777
1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,1.4865277777777712,0,1,69846.2,148.65277777777777
18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668,0,1,69846.2,148.65277777777777
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,1,69846.2,148.65277777777777
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,69846.2,148.65277777777777
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,69846.2,148.65277777777777
3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,3.4454545454545453,0,1,69846.2,148.65277777777777
3.486,3.496,3.485,3.492,3.49,3.486,3.495,3.484,3.481,3.481,3.48,3.486,3.483,3.486,3.485,3.483,3.482,3.488,3.481,3.492,3.483,3.486,3.496,3.486,3.482,3.493,3.484,3.491,3.489,3.488,3.489,3.483,3.485,3.489,3.483,3.491,3.486,3.484,3.48,3.484,3.479,3.49,3.481,3.486,3.482,3.482,3.491,3.486,3.484,3.493,3.482,3.49,3.486,3.482,3.489,3.486,3.479,3.491,3.491,3.485,3.486,3.485,3.483,3.486,3.488,3.485,3.488,3.492,3.495,3.486,3.489,3.489,3.479,3.494,3.486,3.493,3.493,3.493,3.494,3.482,3.485,3.493,3.483,3.487,3.49,3.483,3.49,3.483,3.483,3.486,3.482,3.492,3.493,3.487,3.492,3.489,0,1,69846.2,148.65277777777777
