pred,target
0.057193436,0.14057979
0.05450555,-0.12147633
0.053375,0.15290087
0.053553805,-0.0152609125
0.053702764,0.0045309216
0.053812012,-0.020059396
0.053888943,0.0
0.05394257,-0.024755165
0.053980004,0.0
0.054006346,0.0
0.054025065,0.1187657
0.0540385,0.020267231
0.0540482,0.10288414
0.05405526,-0.025067879
0.054060385,0.34918016
0.054064117,0.15086955
0.05406683,-0.073381975
0.05406879,-0.0041566356
0.05407019,-0.060112
0.054071195,0.004275322
0.054071918,0.0
0.05407242,0.13310549
0.054072782,0.09524813
0.05407303,-0.09055587
0.054073203,0.13022134
0.054073326,0.08851229
0.05407341,0.31743485
0.054073468,0.0
0.0540735,0.0
0.054073524,-0.0040006046
0.05407355,0.31470332
0.05407355,-0.068333946
0.05407357,0.037979126
0.05407357,0.22853936
0.054073576,-0.050944917
0.054073576,0.10575137
0.054073576,0.04384331
0.054073583,0.0059594046
0.054073576,0.088091105
0.054073576,-0.016133763
0.054073576,0.0
0.054073576,0.011163213
0.054073576,0.0
0.054073576,0.022947947
0.054073583,0.0
0.054073583,-0.036564115
0.054073576,0.11861698
0.054073576,-0.08452596
0.054073576,0.0
0.054073576,0.060549762
0.054073583,0.06870272
0.054073583,-0.11268214
0.054073576,-0.08737905
0.054073576,0.03688531
0.054073576,0.030899048
0.054073576,-0.089412026
0.054073583,0.19085005
0.054073583,-0.042225085
0.054073576,-0.07019846
0.054073576,-0.048051532
0.054073576,0.13113053
0.054073576,-0.05496381
0.054073583,-0.29152864
0.054073583,-0.019484397
0.054073576,0.0017957487
0.054073576,-0.13676906
0.054073576,0.12114127
0.054073576,-0.035991292
0.054073583,-0.035684034
0.054073583,0.14641114
0.054073576,-0.15655729
0.054073576,-0.01675857
0.054073576,-0.03470459
0.054073576,-0.09847891
0.054073583,-0.11055821
0.054073583,0.10860029
0.054073576,0.01803125
0.054073576,0.009881761
0.054073576,-0.030972375
0.054073576,0.0012250562
0.054073583,-0.02671979
0.054073583,-0.093035094
0.054073576,-0.12377292
0.054073576,-0.05825895
0.054073576,-0.01775084
0.054073576,0.0
0.054073583,-0.023541061
0.054073583,0.13339792
0.054073576,0.0
0.054073576,-0.054845586
0.054073576,0.09238867
0.054073576,-0.15363066
0.054073583,0.008984136
0.054073583,-0.011219339
0.054073576,0.0
0.054073576,0.06516278
0.054073576,-0.040702514
0.054073576,-0.100272216
0.054073583,-0.12046814
0.054073583,0.1637738
0.054073576,0.0049007945
0.054073576,0.11854201
0.054073576,-1.0481764
0.054073576,0.114710085
0.054073583,-0.045979615
0.054073583,-0.01468764
0.054073576,0.1134154
0.054073576,0.0
0.054073576,0.22911708
0.054073576,0.064206555
0.054073583,0.0
0.054073583,-0.045811202
0.054073576,0.116146885
0.054073576,0.0
0.054073576,0.031949095
0.054073576,0.028102033
0.054073583,0.081046395
0.054073583,0.0
0.054073576,-0.0528706
0.054073576,0.0
0.054073576,-0.024959786
0.054073576,-0.10248544
0.054073583,0.082181655
0.054073583,-0.1913515
0.054073576,-0.03737868
0.054073576,-0.34784037
0.054073576,0.0
0.054073576,-0.06192191
0.054073583,0.0
0.054073583,0.037151895
0.054073576,0.20537683
0.054073576,0.055666376
0.054073576,-0.008989787
0.054073576,-0.05685559
0.054073583,-0.054731037
0.054073583,-0.08449599
0.054073576,-0.043634746
0.054073576,0.04742083
0.054073576,-0.10625349
0.054073576,-0.0074591567
0.054073583,-0.03998914
0.054073583,-0.10206525
0.054073576,0.104658924
0.054073576,0.0
0.054073576,0.054224227
0.054073576,0.0
0.054073583,-0.08184242
0.054073583,-0.048602134
0.054073576,-0.0476888
0.054073576,0.0
0.054073576,-0.14740175
0.054073576,-0.08257927
0.054073583,0.028585546
0.054073583,0.0
0.054073576,0.09435137
0.054073576,0.009926503
0.054073576,0.07076155
0.054073576,0.040696498
0.054073583,0.0
0.054073583,-0.1517971
0.054073576,0.0
0.054073576,0.21346554
0.054073576,0.0
0.054073576,0.0010097243
0.054073583,-0.3211546
0.054073583,0.09845829
0.054073576,0.009013068
0.054073576,0.029281247
0.054073576,0.044134546
0.054073576,0.09215696
0.054073583,0.12702084
0.054073583,-0.08564212
0.054073576,-0.02530231
0.054073576,0.021152655
0.054073576,-0.045374364
0.054073576,0.017851323
0.054073583,-0.12621783
0.054073583,-0.2556054
0.054073576,0.13322559
0.054073576,-0.1714767
0.054073576,-0.013829617
0.054073576,0.0
0.054073583,-0.00841593
0.054073583,0.041677475
0.054073576,0.0
0.054073576,-0.0341897
0.054073576,-0.23461899
0.054073576,-0.011906768
0.054073583,-0.033486743
0.054073583,-0.102723226
0.054073576,0.040007114
0.054073576,0.09747219
0.054073576,-0.06461725
0.054073576,0.008428189
0.054073583,-0.03376777
0.054073583,0.02017968
0.054073576,-0.05332732
0.054073576,0.0035010898
0.054073576,-0.032953992
0.054073576,-0.0761466
0.054073583,-0.13721037
0.054073583,0.016495705
0.054073576,0.0
0.054073576,-0.10342355
0.054073576,0.0
0.054073576,-0.05217915
0.054073583,-0.018423757
0.054073583,-0.11258891
0.054073576,-0.0011564993
0.054073576,0.085861206
0.054073576,0.009037187
0.054073576,-0.1662416
0.054073583,0.054903716
0.054073583,0.03145587
0.054073576,-0.0551014
0.054073576,-0.00038706462
0.054073576,-0.054473516
0.054073576,0.031108718
0.054073583,0.06434431
0.054073583,-0.13685614
