cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,group,use_state
6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,6.912384716732543,0,-1
35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,35827.28333333333,0,-1
98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0,-1
40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0,-1
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,0,-1
70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,70.95441370223979,0,-1
147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,147.09999999999854,0,-1
35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,35205.1,0,-1
0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0.2463485695491819,0,-1
4.192,4.194,4.192,4.189,4.191,4.192,4.191,4.191,4.194,4.197,4.196,4.196,4.194,4.192,4.196,4.194,4.18,4.203,4.201,4.193,4.193,4.196,4.194,4.195,4.192,4.192,4.19,4.199,4.192,4.193,4.193,4.193,4.198,4.197,4.201,4.181,4.194,4.194,4.195,4.196,4.193,4.192,4.191,4.194,4.193,4.191,4.196,4.193,4.199,4.2,4.195,4.202,4.19,4.194,4.191,4.191,4.193,4.188,4.192,4.193,4.192,4.189,4.191,4.191,4.195,4.19,4.19,4.19,4.197,4.195,4.19,4.195,4.19,4.199,4.193,4.187,4.186,4.19,4.19,4.189,4.196,4.197,4.191,4.194,4.188,4.19,4.194,4.191,4.19,4.193,4.191,4.191,4.19,4.195,4.193,4.191,0,-1
