pred,target
-0.008837066,0.15290087
-0.013243031,-0.0152609125
-0.014111951,0.0045309216
-0.013555219,-0.020059396
-0.012385194,0.0
-0.012421316,-0.024755165
-0.012248539,0.0
-0.011180731,0.0
-0.008534201,0.1187657
-0.0062766974,0.020267231
-0.005267554,0.10288414
-0.003232768,-0.025067879
-0.0024721606,0.34918016
-0.0019862645,0.15086955
-0.0021700296,-0.073381975
-0.0024258767,-0.0041566356
-0.0025445223,-0.060112
-0.0026698606,0.004275322
-0.0024869426,0.0
-0.0018113912,0.13310549
-0.0011895482,0.09524813
-0.0004586832,-0.09055587
0.0045559704,0.13022134
0.008783683,0.08851229
0.00858888,0.31743485
0.010848984,0.0
0.008631304,0.0
0.0054430515,-0.0040006046
0.0019147545,0.31470332
-0.00023126713,-0.068333946
-0.0008462208,0.037979126
-0.0019666362,0.22853936
-0.0047680633,-0.050944917
-0.013566955,0.10575137
-0.012353761,0.04384331
-0.019244138,0.0059594046
-0.018708084,0.088091105
-0.01984559,-0.016133763
-0.021073176,0.0
-0.016096784,0.011163213
-0.01279109,0.0
-0.0115464525,0.022947947
-0.010961697,0.0
-0.01104315,-0.036564115
-0.011257661,0.11861698
-0.0115964655,-0.08452596
-0.011956403,0.0
-0.012125308,0.060549762
-0.01251325,0.06870272
-0.012809767,-0.11268214
-0.013135649,-0.08737905
-0.013497445,0.03688531
-0.014117671,0.030899048
-0.01493029,-0.089412026
-0.01588075,0.19085005
-0.016944041,-0.042225085
-0.017916761,-0.07019846
-0.018005915,-0.048051532
-0.01809709,0.13113053
-0.0170477,-0.05496381
-0.0160162,-0.29152864
-0.015228363,-0.019484397
-0.014821967,0.0017957487
-0.015125163,-0.13676906
-0.015714142,0.12114127
-0.016497519,-0.035991292
-0.017447235,-0.035684034
-0.018544624,0.14641114
-0.019221392,-0.15655729
-0.01929697,-0.01675857
-0.019130219,-0.03470459
-0.019032933,-0.09847891
-0.01890558,-0.11055821
-0.018654214,0.10860029
-0.018880066,0.01803125
-0.019727597,0.009881761
-0.020558883,-0.030972375
-0.018852593,0.0012250562
-0.017666304,-0.02671979
-0.01644662,-0.093035094
-0.015082251,-0.12377292
-0.014273597,-0.05825895
-0.014057969,-0.01775084
-0.014311003,0.0
-0.014867062,-0.023541061
-0.015731597,0.13339792
-0.016949104,0.0
-0.018554714,-0.054845586
-0.020678042,0.09238867
-0.024011683,-0.15363066
-0.027185753,0.008984136
-0.026690606,-0.011219339
-0.024283933,0.0
-0.023961533,0.06516278
-0.023835871,-0.040702514
-0.023149362,-0.100272216
-0.023251351,-0.12046814
-0.023897285,0.1637738
-0.025048947,0.0049007945
-0.026925985,0.11854201
-0.028917521,-1.0481764
-0.03692954,0.114710085
-0.029736608,-0.045979615
-0.028154312,-0.01468764
-0.028998721,0.1134154
-0.021724299,0.0
-0.017985059,0.22911708
-0.015891919,0.064206555
-0.015390498,0.0
-0.015563889,-0.045811202
-0.016231239,0.116146885
-0.01727499,0.0
-0.018611236,0.031949095
-0.020096652,0.028102033
-0.021902984,0.081046395
-0.024489341,0.0
-0.025737045,-0.0528706
-0.030614333,0.0
-0.029837081,-0.024959786
-0.03920751,-0.10248544
-0.03788135,0.082181655
-0.028857984,-0.1913515
-0.029430026,-0.03737868
-0.023323216,-0.34784037
-0.020656707,0.0
-0.019073779,-0.06192191
-0.018028304,0.0
-0.018149897,0.037151895
-0.017898625,0.20537683
-0.018538399,0.055666376
-0.019054526,-0.008989787
-0.019421307,-0.05685559
-0.020597814,-0.054731037
-0.020732233,-0.08449599
-0.021984573,-0.043634746
-0.02189332,0.04742083
-0.021555249,-0.10625349
-0.021719564,-0.0074591567
-0.020725273,-0.03998914
-0.020303281,-0.10206525
-0.01990837,0.104658924
-0.01952056,0.0
-0.019214451,0.054224227
-0.018975422,0.0
-0.01867477,-0.08184242
-0.018235601,-0.048602134
-0.017838078,-0.0476888
-0.01815639,0.0
-0.018742716,-0.14740175
-0.01975369,-0.08257927
-0.020691615,0.028585546
-0.021058813,0.0
-0.02142924,0.09435137
-0.021387981,0.009926503
-0.019930946,0.07076155
-0.018394474,0.040696498
-0.017422214,0.0
-0.016286617,-0.1517971
-0.014932084,0.0
-0.014076069,0.21346554
-0.013939453,0.0
-0.014104723,0.0010097243
-0.014573987,-0.3211546
-0.0152841555,0.09845829
-0.016236356,0.009013068
-0.01741088,0.029281247
-0.018692542,0.044134546
-0.019850617,0.09215696
-0.020890731,0.12702084
-0.021871487,-0.08564212
-0.022997245,-0.02530231
-0.02440066,0.021152655
-0.023680223,-0.045374364
-0.023277152,0.017851323
