temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp13,temp14,temp15,temp16,temp17,temp18,temp19,temp20,temp21,temp22,temp23,temp24,temp25,temp26,temp27,temp28,temp29,temp30,temp31,temp32,temp33,temp34,temp35,temp36,temp37,temp38,temp39,temp40,temp41,temp42,temp43,temp44,temp45,temp46,temp47,temp48,group,use_state
24.0,24.0,23.949494949494948,23.95959595959596,23.939393939393938,23.86868686868687,23.949494949494948,23.0,23.96969696969697,23.98989898989899,23.95959595959596,24.0,24.0,24.0,23.96969696969697,23.848484848484848,23.92929292929293,23.939393939393938,23.97979797979798,24.0,23.96969696969697,23.95959595959596,23.707070707070706,23.0,23.0,23.0,23.90909090909091,23.707070707070706,24.0,24.0,23.97979797979798,23.97979797979798,24.92929292929293,24.949494949494948,24.92929292929293,24.0,24.8989898989899,24.949494949494948,24.939393939393938,24.91919191919192,25.0,24.96969696969697,24.91919191919192,24.0,24.88888888888889,24.95959595959596,24.87878787878788,24.96969696969697,1,1
24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,1,1
24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,1,1
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1
0.0,0.0,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.0,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.0,0.0,0.0,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.0,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.0,0.0,0.0,0.06122448979591837,0.06122448979591837,0.0,0.0,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.0,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.0,0.06122448979591837,0.06122448979591837,0.0,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,1,1
0.0,0.0,0.04795429037853282,0.038771553923069094,0.05693296602387509,0.11406999285787171,0.04795429037853282,0.0,0.029384756657483937,0.009998979695949397,0.038771553923069094,0.0,0.0,0.0,0.029384756657483937,0.12855831037649224,0.06570758085909602,0.05693296602387509,0.01979389858177737,0.0,0.029384756657483937,0.038771553923069094,0.20712172227323736,0.0,0.0,0.0,0.08264462809917358,0.20712172227323736,0.0,0.0,0.01979389858177737,0.01979389858177737,0.06570758085909602,0.04795429037853282,0.06570758085909602,0.0,0.0908070605040302,0.04795429037853282,0.05693296602387509,0.0742781348841955,0.0,0.029384756657483937,0.0742781348841955,0.0,0.0987654320987654,0.038771553923069094,0.1065197428833793,0.029384756657483937,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
24.0,24.0,23.692307692307693,23.846153846153847,23.384615384615383,23.23076923076923,23.384615384615383,23.0,23.923076923076923,24.0,24.0,24.0,24.0,24.0,23.923076923076923,23.23076923076923,23.384615384615383,23.53846153846154,24.0,24.0,24.0,24.0,23.153846153846153,23.0,23.0,23.0,23.384615384615383,23.153846153846153,24.0,24.0,24.0,24.0,24.46153846153846,24.615384615384617,24.46153846153846,24.0,24.384615384615383,24.846153846153847,24.46153846153846,24.384615384615383,25.0,25.0,24.384615384615383,24.0,24.23076923076923,24.692307692307693,24.23076923076923,24.846153846153847,2,-1
24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,2,-1
24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,2,-1
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2,-1
0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,2,-1
0.0,0.0,0.21301775147928995,0.13017751479289938,0.23668639053254428,0.17751479289940827,0.23668639053254428,0.0,0.07100591715976332,0.0,0.0,0.0,0.0,0.0,0.07100591715976332,0.17751479289940827,0.23668639053254428,0.24852071005917156,0.0,0.0,0.0,0.0,0.13017751479289943,0.0,0.0,0.0,0.23668639053254428,0.13017751479289943,0.0,0.0,0.0,0.0,0.24852071005917156,0.23668639053254437,0.24852071005917156,0.0,0.23668639053254428,0.13017751479289938,0.24852071005917156,0.23668639053254428,0.0,0.0,0.23668639053254428,0.0,0.17751479289940827,0.21301775147928995,0.17751479289940827,0.13017751479289938,2,-1
24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,2,-1
32.75053304904051,32.60767590618337,32.47121535181237,32.37313432835821,32.46695095948827,32.18763326226013,32.53944562899787,32.12366737739872,32.61407249466951,32.52025586353945,32.71215351812367,32.64818763326226,32.908315565031984,32.62899786780384,32.62686567164179,32.24520255863539,32.52878464818763,32.424307036247335,32.74200426439232,32.720682302771856,32.727078891257996,32.60341151385928,32.37100213219616,32.066098081023455,31.6545842217484,31.573560767590617,32.505330490405115,32.21321961620469,32.91684434968017,32.624733475479744,32.6588486140725,32.53944562899787,33.46695095948827,33.38805970149254,33.59061833688699,32.63539445628998,33.39872068230277,33.37953091684435,33.52878464818763,33.33475479744136,33.908315565031984,33.360341151385924,33.47121535181237,32.582089552238806,33.33475479744136,33.32622601279318,33.05117270788912,33.41577825159915,3,1
36.0,36.0,36.0,36.0,36.0,35.0,36.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,36.0,37.0,37.0,37.0,37.0,37.0,36.0,37.0,36.0,37.0,37.0,36.0,37.0,3,1
24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,3,1
12.0,12.0,13.0,13.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,13.0,12.0,13.0,13.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,13.0,13.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,12.0,13.0,13.0,12.0,13.0,3,1
0.15381328775902586,0.15381328775902586,0.16663106173894468,0.16663106173894468,0.16663106173894468,0.15381328775902586,0.16663106173894468,0.15381328775902586,0.16663106173894468,0.15381328775902586,0.16663106173894468,0.15381328775902586,0.15381328775902586,0.15381328775902586,0.16663106173894468,0.15381328775902586,0.16663106173894468,0.16663106173894468,0.15381328775902586,0.15381328775902586,0.15381328775902586,0.15381328775902586,0.16663106173894468,0.15381328775902586,0.15381328775902586,0.15381328775902586,0.16663106173894468,0.16663106173894468,0.15381328775902586,0.15381328775902586,0.15381328775902586,0.15381328775902586,0.16663106173894468,0.16663106173894468,0.16663106173894468,0.15381328775902586,0.16663106173894468,0.16663106173894468,0.16663106173894468,0.16663106173894468,0.15381328775902586,0.15381328775902586,0.16663106173894468,0.15381328775902586,0.16663106173894468,0.16663106173894468,0.15381328775902586,0.16663106173894468,3,1
5.952691613513304,5.978277967457868,6.070066966416775,6.084651370015595,6.210528230004409,6.766499515823259,6.227122080732495,7.1232991303003725,6.190079150394842,6.177095030482677,6.268956769609157,6.155545755838534,5.963875414277985,6.152336095944281,6.144352862552907,6.496378903532899,6.342988075158777,6.67070980764772,6.268192997849618,6.34202426793841,6.437241147294293,6.2393060588013345,6.706707098076477,7.183264305945143,6.089643164015438,6.180622928610071,6.446133632780356,6.969462768399853,6.391805820122658,6.187533244529714,6.182123194566311,6.129041057278337,6.1209759911984385,6.378194316265155,6.275903455612586,6.291369833743254,5.992407745009343,6.265337946272294,6.129768458954087,6.4785575624769836,5.571551320461354,5.705975150140253,6.159619205222745,6.042834866180823,6.440178031560141,6.377585117361715,5.519769413668786,6.025422688567519,3,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
